S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2013-2014,Meghalaya,214250099,AGENCY FOR SUSTAINABLE DEVELOPMENT INITIATIVES,CHURCH HOUSE MISSION COMPOUNDSHILLONG793002,608459.00
2,2013-2014,Meghalaya,214250051,Archdiocese Of Shillong,ArchBishop's House ShillongMeghalaya-793003,36575261.06
3,2013-2014,Meghalaya,214260024,BAKDIL,Lower Chandmari TuraWest Garo Hills Meghalaya-794002,2877487.00
4,2013-2014,Meghalaya,214250065,Bethany Society,Arai Mile New Tura W. Garo HillsMeghalaya-794101,25183440.16
5,2013-2014,Meghalaya,214260018,Bosco Mount, RongkhonTura -794001,1064500.00
6,2013-2014,Meghalaya,214240011,Bosco Pnar,  Jowai -793150,62000.00
7,2013-2014,Meghalaya,214250027,Bosco Reach Out,Sacred Heart College  Dist: Shillong  East Khasi HillsMeghalaya-793008,77574271.60
8,2013-2014,Meghalaya,214250023,Catholic Church, NongpohEast Khasi Hills -793102,2011700.00
9,2013-2014,Meghalaya,214270004,Catholic Church, RingdoSonapahar -793119,227301.07
10,2013-2014,Meghalaya,214270007,Catholic Mission, West Garo Hills Meghalaya-,2297944.00
11,2013-2014,Meghalaya,214250022,Christ King College,  Shillong -793003,1992045.00
12,2013-2014,Meghalaya,214250019,Church of God Ecclesia,Mawkhar Main Road Shillong Meghalaya-793001,2749782.00
13,2013-2014,Meghalaya,214530008,Claretian Formation Association of North East India,Claret Villa MawlaiShillong -793008,10230301.00
14,2013-2014,Meghalaya,214250053,Daughters Of St Paul  Society,Laitumkhram ShillongMeghalaya-793003,200000.00
15,2013-2014,Meghalaya,214240018,Diocese of Jowai,Bishop's House Jowai Jaintia Hills DistrictMeghalaya-793150,11366675.00
16,2013-2014,Meghalaya,214270012,Diocese of Nongston,Bishop's House Nongstoin West Khasi HillsMeghalaya-793119,45098161.43
17,2013-2014,Meghalaya,214260002,Diocese Of Tura,Bishop's House TuraMeghalaya-794001,25137621.10
18,2013-2014,Meghalaya,214230012,District Multipurpose Socio Economic Dev. Organisation,Kusimkolgre Willaim Nagar East Garo HillsMeghalaya-,622805.00
19,2013-2014,Meghalaya,214250086,Divya Jeevan Foundation Society,Lady Veronica Park Laitumkhrah Shillong East Khasi HillsMeghalaya-793003,40623.00
20,2013-2014,Meghalaya,214530011,Don Bosco Centre for Indigenous Cultures,PO Mawlai ShillongMeghalaya-793008,242952.50
21,2013-2014,Meghalaya,214260019,Don Bosco College,Tura West Garo HillsMeghalaya.-,11713565.00
22,2013-2014,Meghalaya,214250072,Don Bosco Education Aid Society,Sacred Heart College Shillong East Khasi HillsMeghalaya-,0.00
23,2013-2014,Meghalaya,214250028,Don Bosco Technical School,  Shillong-793003,1800000.00
24,2013-2014,Meghalaya,214250063,Don Bosco Youth Centre,Don Bosco Road  Shillong-793003,3556895.20
25,2013-2014,Meghalaya,214250054,DOULOS BIBLE INSTITUTE,Riathsamathiah Shillong -793001,689344.00
26,2013-2014,Meghalaya,214250070,Dwar Jingkyrmen,School For Children in Need of  Special Education StonlandShillong Meghalaya-793003,12396.00
27,2013-2014,Meghalaya,214250001,Evangelical Free Church of  India,P.O  Madanriting 21 East Khasi Hills ShillongMeghalaya-793021,7231608.77
28,2013-2014,Meghalaya,214530009,Ferando Development Educational and Welfare Society,St. Margaret's Convent  PeachlandsShillong Meghalaya-793003,2034423.00
29,2013-2014,Meghalaya,214240016,Ferrando Educational and Welfare Society,Ferrando convent Myndihati Jaintia Hills Meghalaya -793200,0.00
30,2013-2014,Meghalaya,214250076,Ferrando Speech & Hearing Centre,Mawroh- Mawlai Shillong East Khasi Hills -793008,6367251.00
31,2013-2014,Meghalaya,214250090,FMA-Outreach for Underprivileged Women and Children,Auxilium Nongthymmai Shillong East Khasi Hills (Meghalaya) -793014,18129783.00
32,2013-2014,Meghalaya,214290002,Franciscan Capuchin Social Service Society,Byrnihat Ri-Bhoi DistrictMeghalaya-793101,24439011.00
33,2013-2014,Meghalaya,214530012,FRANSALIAN EDUCATIONAL AND WELFARE SOCIETY,M.S.F.S. STUDY HOUSEMAWROH MAWLAI793008,2808227.00
