S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2016-2017,Chandigarh,291420055,Aasra Foundation,# 1224 Sector-8C Chanidigarh UT -160009,0.00
2,2016-2017,Chandigarh,291420069,Alliance Francaise Le Corbusier de Chandigarh,Next to Hibiscus Garden Sector 36-AChandigarh160036,984107.35
3,2016-2017,Chandigarh,291420024,Anandpur Sahib Foundation,Plot No. 3 Sector 38 - AChandigarh.-160036,0.00
4,2016-2017,Chandigarh,291420084,ARRIVE SAFE SOCIETY OF CHANDIGARH,268 sector 21Achandigarh160022,916454.00
5,2016-2017,Chandigarh,291420078,Aruna Asaf Ali Memorial Trust,Aruna Asaf ali Bhawan Sector 44-AChandigarh160047,329000.00
6,2016-2017,Chandigarh,291420030,Baba Makhan Shah Lobana Foundation,Sector 30-A Chandigarh  (Near C.B. I. Office)Chandigarh-160020,0.00
7,2016-2017,Chandigarh,291420081,BABA NANAK EDUCATIONAL SOCIETY,1501 SECTOR 36 DCHANDIGARH160036,3169519.00
8,2016-2017,Chandigarh,291420026,Blood Bank Society,3rd Floor P.G.I.Chandigarh-,0.00
9,2016-2017,Chandigarh,291420025,Centre For Research in Rural and Indus Development,2-A Sector 19 - A Madhya Marg Chandigarh-160019,0.00
10,2016-2017,Chandigarh,291420044,CFI Ministries,61/17 New Darshani Bagh ManimajaraChandigarh(UT)-160101,90960109.14
11,2016-2017,Chandigarh,291420042,Church Leadership Development International(India),#104 Sector 23-A Chandigarh -160023,1301194.38
12,2016-2017,Chandigarh,291420067,CHURCH OF CHRIST,SCO 317/2 SEC-38DCHANDIGARH160017,2696525.13
13,2016-2017,Chandigarh,291420011,Church of God in India,Church Building  Sector 41 - CChandigarh-160055,4981283.00
14,2016-2017,Chandigarh,291420059,CONSERVATION HIMALAYAS,# 977 TOP FLOOR SECTOR 41-ACHANDIGARH160041,3029702.00
15,2016-2017,Chandigarh,291420079,DON BOSCO NAVJEEVAN SOCIETY,Don Bosco Navjeevan Centre Sector 24 BChandigarh160023,2068283.91
16,2016-2017,Chandigarh,291420075,FAITH IMPACT SOCIETY,MANIMAJRA CHURCH 5TH STREET SHANTI NAGAR MANIMAJRACHANDIGARH160101,1777846.00
17,2016-2017,Chandigarh,291420083,HAMARI KAKSHA  A CLASS APART,H NO 658  SECTOR 7BCHANDIGARH160019,0.00
18,2016-2017,Chandigarh,291420072,Haryana State Council for Child Welfare,Bal Vikas Bhawan Kothi No.650 Sector 16-DChandigarh160015,3299065.74
19,2016-2017,Chandigarh,291420076,Indian National Portage Association (INPA),Room No 14and 15  Karuna Sadan Sector 11 BChandigarh160011,0.00
20,2016-2017,Chandigarh,291420031,International Brahmrishi Mission,Madya Marg Sector 19-A Chandigarh Chandigarh-U.T. -160019,18.00
21,2016-2017,Chandigarh,291420087,KHELSHALA,Village Attawa Sector 42 BChandigarh160036,1424161.00
22,2016-2017,Chandigarh,291420064,Know Thyself As Soul Foundation,H.No. 2323/1 Mariwala Town ManimajraChandigarh160001,7385133.00
23,2016-2017,Chandigarh,291420017,Lohia Karpoori Institute of Technology for Social Change,5170 Modern Housing Complex ManimajraChandigarh-160101,0.00
24,2016-2017,Chandigarh,291420077,Mehar Baba Charitable Trust,HO 55 Sector 2Chandigarh160001,2922704.00
25,2016-2017,Chandigarh,291420062,National Association for the Blind,Room 2Second Floor Karuna SadanSector 11B ChandigarhChandigarh160011,1477128.00
26,2016-2017,Chandigarh,291420068,NEW LIFELINE CHARITABLE MINISTRIES,# 930/1 HOUSING BOARD COLONY DHANASCHANDIGARH160014,48239242.00
27,2016-2017,Chandigarh,291420010,North West India Baptist Association,Church  Sector 44 - CChandigarh  -160047,27266907.39
28,2016-2017,Chandigarh,291420088,Pracheen Shree Shiv Mandir Charitable Trust,Village Mauli Jagran ChandigarhChandigarh160102,0.00
29,2016-2017,Chandigarh,291420002,Ramakrishan Mission Ashram,Madhya Marg Sector 15 - BChandigarh-160015,231900.00
30,2016-2017,Chandigarh,291420046,Regional Centre for Enterpreneurship Development,SC)-313-14 2nd Floor Sector 35-BChandigarhUnion Territory-160022,0.00
31,2016-2017,Chandigarh,291420054,Rotary and Blood Bank Society Resource Centre,Plot No.4dakshin Margnear Batra TheatreSector 37A ChandigarhUT Chandigarh-160036,0.00
32,2016-2017,Chandigarh,291420035,Sahayta Charitable Welfare Society,House No.1220 Sector-18C Chandigarh(U.T.) -,0.00
33,2016-2017,Chandigarh,291420086,SARIN MEMORIAL LEGAL AID FOUNDATION,H NO 48 SECTOR 4CHANDIGARH160001,0.00
34,2016-2017,Chandigarh,291420049,Satnam Sarab Kalyan Trust,#1078/2 Sector 39-B ChandigarhUnion Territory-160036,11795124.00
35,2016-2017,Chandigarh,291420052,Shri guru Granth  Sahib Sewa Society,IMAComplexSector 35-B ChandigarhUT-160022,2314800.00
36,2016-2017,Chandigarh,291420003,Simla Catholic Diocese,P.O.Box 709 Sector 19 - AChandigarh-160019,51300.00
37,2016-2017,Chandigarh,291420004,Simla Chandigarh Diocese Society,P.O.Box 709  Sector 19 ACHANDIGARH -160019,6109168.02
38,2016-2017,Chandigarh,291420005,Simla Chandigarh Education Society,P.O.Box 709 Sector 19 - AChandigarh-160019,0.00
39,2016-2017,Chandigarh,291420089,Society for Promotion and Conservation of Environment,Registered office 1594 Sec36D/Mailing address Hno 114 Sec 46AChandigarh160047,0.00
40,2016-2017,Chandigarh,291420036,Society for Service to Voluntary Agencies (North),18 Karuna Sadan Sector 11-B Chandigarh(U.T.) -160011,0.00
41,2016-2017,Chandigarh,291420032,Society for Social Health,No. 206/2 Sector 41A Chandigarh Chandigarh -160036,0.00
42,2016-2017,Chandigarh,291420073,Society for the Care of the Blind,Sector 26Chandigarh160019,10113.00
43,2016-2017,Chandigarh,291420053,Sri Guru Amardas Charitable Trust,# 519 Sector 10-D ChandigarhChandigarh(UT)-160011,0.00
44,2016-2017,Chandigarh,291420016,Sri Sathya Sai Gramin Jagriti,H.No. 551 Sector 8 - BChandigarh-160018,623865.00
45,2016-2017,Chandigarh,291420019,Survival for Women and Children Foundation,636  Sector 16 - DChandigarh-160015,0.00
46,2016-2017,Chandigarh,291420080,TRUE LIFE MISSION,H No 132  Khudda JassuCHANDIGARH160014,1153180.90
47,2016-2017,Chandigarh,291420082,VATSAL CHAYA TRUST,HOUSE NO 20 SEC 7ACHANDIGARH160011,0.00
48,2016-2017,Chandigarh,291420085,VEERANWALI FOUNDATION,SCO 343-345 SECTOR 34-ACHANDIGARH160022,454490.53
49,2016-2017,Chandigarh,291420033,Voluntary Health Association of Punjab,SCF 18./1 Sector-D  ChandigarhChandigarh-160011,150496.00
50,2016-2017,Chandigarh,291420008,Youth Technical Training Society,R. No. 13 B Karuna Sadan Sector 11 - BChandigarh-160011,86210.00
51,2016-2017,Chandigarh,291420065,YUVSATTA,R. No. 12 Karuna Sadan Sector 11Chandigarh160011,528803.00
