S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2016-2017,Chhattisgarh,327520041,Aakanksha Lions School for the ;Mentally Handicaped,Lions Den Jalvihar Colony RaipurRaipur Chhattisgarh-492001,2495475.00
2,2016-2017,Chhattisgarh,327530017,ADARSH NAVYUVAK MANDAL,BODELATUMDIBOD NEAR GRAMIN BANK TUMDIBODrajnandgaon491441,0.00
3,2016-2017,Chhattisgarh,327540032,Adarsh Prahari Samaj Sevi Sanstha,Near Karbala Nehru Ward Ambikapur SurgujaChhattisgarh-497001,0.00
4,2016-2017,Chhattisgarh,327590005,ADIM JATI SEVAK SANGH,Plot No. 103/1 Old Palace Manjha Para Main Road494334,0.00
5,2016-2017,Chhattisgarh,327540013,Adivasi Seva Mandal,Vill/PO Baghima SargujaChhatisgarh-497001,1069555.00
6,2016-2017,Chhattisgarh,327590003,Adiwasi samta Manch,Vill. & Po: Markatola Distt: KankerChhatisgarh-,2912937.00
7,2016-2017,Chhattisgarh,327630017,Adwitiya Raysa Bahudheshia Evam Jan Kalyankari Sanstha,Dallirajhara Road Balod DurgChhattisgarh-491226,0.00
8,2016-2017,Chhattisgarh,327520037,Agrocrat's Society for Rural Development(ASORD),Besides Farishta Hospital Near Netaji Chowk Civil lines RaipurDistt: Raipur Chhatisgarh-492001,0.00
9,2016-2017,Chhattisgarh,327580005,Akhil Bhartiya Vanvasi Kalyan Ashram,Jaspur Nagar JashpurChhatisgarh-496331,6423989.79
10,2016-2017,Chhattisgarh,327540008,Ambikapur Catholic Diocese,Bishop's House Ambikapur PO FunduldihariSurguja (Chhatisgarh)-497110,6500525.00
11,2016-2017,Chhattisgarh,327610001,Ankur Korba,H.I.G. -100 M.P.Nagar KorbaChhattisgarh-495677,0.00
12,2016-2017,Chhattisgarh,327470004,Aradhana Society,Pushpa Nivas Lal BaghJagdalpurDeepti ConventKadambari Bastar Chhatisgarh-494005,6455858.80
13,2016-2017,Chhattisgarh,327520063,Arshil Shikshan  And Prashikshan  Welfare Society,Siddiki Manjil Raja Talab Teh RaipurRaipur492001,0.00
