S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2015-2016,Chandigarh,291420055,Aasra Foundation,# 1224 Sector-8C Chanidigarh UT -160009,0.00
2,2015-2016,Chandigarh,291420069,Alliance Francaise Le Corbusier de Chandigarh,Next to Hibiscus Garden Sector 36-AChandigarh160036,492500.00
3,2015-2016,Chandigarh,291420024,Anandpur Sahib Foundation,Plot No. 3 Sector 38 - AChandigarh.-160036,0.00
4,2015-2016,Chandigarh,291420084,ARRIVE SAFE SOCIETY OF CHANDIGARH,268 sector 21Achandigarh160022,1793070.00
5,2015-2016,Chandigarh,291420078,Aruna Asaf Ali Memorial Trust,Aruna Asaf ali Bhawan Sector 44-AChandigarh160047,13131.00
6,2015-2016,Chandigarh,291420030,Baba Makhan Shah Lobana Foundation,Sector 30-A Chandigarh  (Near C.B. I. Office)Chandigarh-160020,669705.00
7,2015-2016,Chandigarh,291420081,BABA NANAK EDUCATIONAL SOCIETY,1501 SECTOR 36 DCHANDIGARH160036,2375131.92
8,2015-2016,Chandigarh,291420026,Blood Bank Society,3rd Floor P.G.I.Chandigarh-,0.00
9,2015-2016,Chandigarh,291420025,Centre For Research in Rural and Indus Development,2-A Sector 19 - A Madhya Marg Chandigarh-160019,0.00
10,2015-2016,Chandigarh,291420044,CFI Ministries,61/17 New Darshani Bagh ManimajaraChandigarh(UT)-160101,105011205.15
11,2015-2016,Chandigarh,291420042,Church Leadership Development International(India),#104 Sector 23-A Chandigarh -160023,1216796.58
12,2015-2016,Chandigarh,291420067,CHURCH OF CHRIST,SCO 317/2 SEC-38DCHANDIGARH160017,2307289.63
13,2015-2016,Chandigarh,291420011,Church of God in India,Church Building  Sector 41 - CChandigarh-160055,3518591.00
14,2015-2016,Chandigarh,291420059,CONSERVATION HIMALAYAS,# 977 TOP FLOOR SECTOR 41-ACHANDIGARH160041,2867763.00
15,2015-2016,Chandigarh,291420079,DON BOSCO NAVJEEVAN SOCIETY,Don Bosco Navjeevan Centre Sector 24 BChandigarh160023,5082092.80
16,2015-2016,Chandigarh,291420075,FAITH IMPACT SOCIETY,MANIMAJRA CHURCH 5TH STREET SHANTI NAGAR MANIMAJRACHANDIGARH160101,449212.00
17,2015-2016,Chandigarh,291420060,GIAN SAGAR EDUCATIONAL AND CHARITABLE TRUST,SCO 109-110 SECTOR-43B CHANDIGARHCHANDIGARH160036,0.00
18,2015-2016,Chandigarh,291420083,HAMARI KAKSHA  A CLASS APART,H NO 658  SECTOR 7BCHANDIGARH160019,0.00
19,2015-2016,Chandigarh,291420072,Haryana State Council for Child Welfare,Bal Vikas Bhawan Kothi No.650 Sector 16-DChandigarh160015,4606838.00
20,2015-2016,Chandigarh,291420076,Indian National Portage Association (INPA),Room No 14and 15  Karuna Sadan Sector 11 BChandigarh160011,0.00
21,2015-2016,Chandigarh,291420022,Institute for Development and Communication,Sector 38 A opp. Sector 38DSCOs Chandigarh160014,0.00
22,2015-2016,Chandigarh,291420031,International Brahmrishi Mission,Madya Marg Sector 19-A Chandigarh Chandigarh-U.T. -160019,2353000.00
23,2015-2016,Chandigarh,291420087,KHELSHALA,Village Attawa Sector 42 BChandigarh160036,418463.04
24,2015-2016,Chandigarh,291420064,Know Thyself As Soul Foundation,H.No. 2323/1 Mariwala Town ManimajraChandigarh160001,7250390.00
25,2015-2016,Chandigarh,291420017,Lohia Karpoori Institute of Technology for Social Change,5170 Modern Housing Complex ManimajraChandigarh-160101,0.00
26,2015-2016,Chandigarh,291420077,Mehar Baba Charitable Trust,HO 55 Sector 2Chandigarh160001,2897654.68
27,2015-2016,Chandigarh,291420062,National Association for the Blind,Room 2Second Floor Karuna SadanSector 11B ChandigarhChandigarh160011,706230.00
28,2015-2016,Chandigarh,291420068,NEW LIFELINE CHARITABLE MINISTRIES,# 930/1 HOUSING BOARD COLONY DHANASCHANDIGARH160014,293322.00
29,2015-2016,Chandigarh,291420010,North West India Baptist Association,Church  Sector 44 - CChandigarh  -160047,22074299.00
30,2015-2016,Chandigarh,291420088,Pracheen Shree Shiv Mandir Charitable Trust,Village Mauli Jagran ChandigarhChandigarh160102,0.00
31,2015-2016,Chandigarh,291420002,Ramakrishan Mission Ashram,Madhya Marg Sector 15 - BChandigarh-160015,0.00
32,2015-2016,Chandigarh,291420046,Regional Centre for Enterpreneurship Development,SC)-313-14 2nd Floor Sector 35-BChandigarhUnion Territory-160022,0.00
33,2015-2016,Chandigarh,291420054,Rotary and Blood Bank Society Resource Centre,Plot No.4dakshin Margnear Batra TheatreSector 37A ChandigarhUT Chandigarh-160036,0.00
34,2015-2016,Chandigarh,291420035,Sahayta Charitable Welfare Society,House No.1220 Sector-18C Chandigarh(U.T.) -,75245.00
35,2015-2016,Chandigarh,291420086,SARIN MEMORIAL LEGAL AID FOUNDATION,H NO 48 SECTOR 4CHANDIGARH160001,0.00
36,2015-2016,Chandigarh,291420049,Satnam Sarab Kalyan Trust,#1078/2 Sector 39-B ChandigarhUnion Territory-160036,6775921.00
37,2015-2016,Chandigarh,291420052,Shri guru Granth  Sahib Sewa Society,IMAComplexSector 35-B ChandigarhUT-160022,0.00
38,2015-2016,Chandigarh,291420003,Simla Catholic Diocese,P.O.Box 709 Sector 19 - AChandigarh-160019,1332500.00
39,2015-2016,Chandigarh,291420004,Simla Chandigarh Diocese Society,P.O.Box 709  Sector 19 ACHANDIGARH -160019,12458950.10
40,2015-2016,Chandigarh,291420005,Simla Chandigarh Education Society,P.O.Box 709 Sector 19 - AChandigarh-160019,50950.00
41,2015-2016,Chandigarh,291420089,Society for Promotion and Conservation of Environment,Registered office 1594 Sec36D/Mailing address Hno 114 Sec 46AChandigarh160047,0.00
42,2015-2016,Chandigarh,291420036,Society for Service to Voluntary Agencies (North),18 Karuna Sadan Sector 11-B Chandigarh(U.T.) -160011,0.00
43,2015-2016,Chandigarh,291420032,Society for Social Health,No. 206/2 Sector 41A Chandigarh Chandigarh -160036,0.00
44,2015-2016,Chandigarh,291420073,Society for the Care of the Blind,Sector 26Chandigarh160019,168300.00
