S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2006-2007,Dadra & Nagar Haveli,261530014,Balwatika Society,Helpers of Mary Dadra PO Dadra and Nagar Haveli SilvassaDist Valsad-396191,3713292.00
2,2006-2007,Dadra & Nagar Haveli,261530009,Chapel of St. Francis Xavier, Silvassa Dadra & Nagar Haveli-,0.00
3,2006-2007,Dadra & Nagar Haveli,261530008,Church of Our Lady of Piety,P.O.Box 14 SilvassaDadra & Nagar Haveli-,0.00
4,2006-2007,Dadra & Nagar Haveli,261530004,Church of Sacred Hearts of Jesus,Dapadda  Dadra & Nagar Haveli-396240,507854.00
5,2006-2007,Dadra & Nagar Haveli,261530006,Gyanmata Educational Society,Khanvel  Silvassa Dadra & Nagar Haveli-396230,2531393.00
6,2006-2007,Dadra & Nagar Haveli,261530002,Immaculate Conception Mission,Massate P.B.14 Silvassa Dadra & Nagar Haveli-396230,0.00
7,2006-2007,Dadra & Nagar Haveli,261530012,Our Lady of Lourdes Mission,Chisda P.O.  Khanvel Dadra & Nagar Haveli-396320,121200.00
8,2006-2007,Dadra & Nagar Haveli,261530003,Our Lady Of Pilar Mission,Sindonim   Dadra & Nagar Haveli-396230,121800.00
9,2006-2007,Dadra & Nagar Haveli,261530013,Our Lady Of Rosary Mission, SheltiDadra & Nagar Haveli  -396230,101880.00
10,2006-2007,Dadra & Nagar Haveli,261530007,Our Lord Redeemer Church,Khanvel  SilvassaDadra & Nagar Haveli -396230,1238193.00
11,2006-2007,Dadra & Nagar Haveli,261530005,Social Service Adivasi Society,Khanvel  SilvassaDadra & Nagar Haveli-396230,0.00
12,2006-2007,Dadra & Nagar Haveli,261530015,Society of Pilar Nagar Haveli,Premal Deep Zanda Chowk SilvassaDadra & Nagar Haveli-396230,309447.00
13,2006-2007,Dadra & Nagar Haveli,261530001,St. Francis Xavier Mission,Khanvel  Sivassa Dadra & Nagar Haveli-396230,985871.00
14,2006-2007,Dadra & Nagar Haveli,261530010,St. Francis Xavier Mission, DudhniDadra & Nagar Haveli-396230,1045084.00
