S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2006-2007,Mizoram,304330014,Agape Moral Reformation Organisation (AMRO),T/74 C R. Z. Lalbuaia BuildingVenghlui Republic Road796001,0.00
2,2006-2007,Mizoram,304330016,All Mizoram Farmers Union,Horticulture Building Gr Floor AizawlMizoram-,240000.00
3,2006-2007,Mizoram,304340001,Baptist Church Of Mizoram,Serkawn Zotlang P.O LungleiMizoram-796691,3330500.88
4,2006-2007,Mizoram,304340002,Citizens Action for Rural Development,Lungsen PO Lungsen Lunglei (Mizoram) -797730,0.00
5,2006-2007,Mizoram,304330015,Don Bosco,Don Bosco Complex Seling P.OMizoram-796017,27644.00
6,2006-2007,Mizoram,304430001,Don Bosco Saiha,Don Bosco Saiha (P.O.) SaihaMizoram-796901,3200000.00
7,2006-2007,Mizoram,304350003,Evangelical Church of Maraland,PO Saiha District Saiha Mizoram -796901,0.00
8,2006-2007,Mizoram,304430002,Faithful Trust,Prince Computer Centre New Colony SaihaMizoram-796901,0.00
9,2006-2007,Mizoram,304330035,Ferrando Integrated Women Development Centre,Peace Home-Zione Veng-Durtlang Aizawl Mizoram -796025,0.00
10,2006-2007,Mizoram,304330020,Goodwill Foundation,"PC Lianchungnunga Building
Opp: Aizawl West College
Dawrpui Vengthar AizawlAizawl796001",187500.00
11,2006-2007,Mizoram,304330030,Greenwood Hospital Society,Bawngkawn AizawlMizoram-796014,1580.00
12,2006-2007,Mizoram,304330027,HRAWVA School,Venghlui Aizawl (Mizoram) -796001,0.00
13,2006-2007,Mizoram,304330028,Institute of the Brothers of St. Gabriel Society Province of N.E. India,Montfort Villa Aizawl Mizoram -796005,833882.00
14,2006-2007,Mizoram,304350002,Lairam Isua Krista Baptist Kohhran Lairam Jesus Christ Baptist Church,Lawngtlai P.O.- Lawngtlai Mizoram-796891,0.00
15,2006-2007,Mizoram,304330036,Mission for Christ,Hermon Street Durtlang Aizawl Mizoram -796025,0.00
16,2006-2007,Mizoram,304330025,Mizoram Bio Science Management Centre,E 78 Khatla AizawlMizoram-796001,0.00
17,2006-2007,Mizoram,304330018,Mizoram Hmeithai Association,10 Aupper Republic Road Aizawl Mizoram -,0.00
18,2006-2007,Mizoram,304330004,Mizoram Presbyterian Church,Synod Office AizawlMizoram-796001,1791600.00
19,2006-2007,Mizoram,304330021,Mizoram Social Defence & Rehb. Board,Aizwal Chaltlang Aizwal Mizoram -769012,0.00
20,2006-2007,Mizoram,304330022,Montfort Educational Development Society(MEDS),C/o St. Paul's Hr. Sec. School  Montfort HillsAizwal Mizoram-796005,6082871.00
21,2006-2007,Mizoram,304330033,New Life Home Society,Ramhlun North-Industrymual Aizawl Mizoram -796012,0.00
22,2006-2007,Mizoram,304330031,People's Action for Rural Transformation,Aibawk Aizawl District Mizoram -,736655.00
23,2006-2007,Mizoram,304500001,Recovery Society,Faith Home  ChhingchhipSerchhip Mizoram-,0.00
24,2006-2007,Mizoram,304330029,Sacred Heart Society,B.K. Nursery Veng. AizawlMizoram-796001,0.00
25,2006-2007,Mizoram,304330023,Samaritans'Association for the Blind,Durtlang Aizawal Mizoram -796025,0.00
26,2006-2007,Mizoram,304330032,Save Help and Develop,Post Box No. 197 Electric Veng Aizawl Mizoram -796007,1000.00
27,2006-2007,Mizoram,304330008,Social Guidance Agency,Post Box 153 AizawlMizoram-796001,0.00
28,2006-2007,Mizoram,304330024,Society for HIV/AIDS and Lifeline Operation in Mizoram,A-48/1 Lalrengpuia Building Lower ZarkawtAizawl796007,398300.00
29,2006-2007,Mizoram,304330011,Spastic Society of Mizoram,Falkland Veng PO ZemabawkAizawl796001,0.00
30,2006-2007,Mizoram,304330005,Synod Hospital,Durtlang AizawlAizawl796025,2018020.00
31,2006-2007,Mizoram,304330003,The Church of God 7th Day,P.O.Box 70 Aizawl Mizoram-796001,30330.00
32,2006-2007,Mizoram,304330019,Thutak Nunpuitu Team,Zuangtui Aizwal Mizoram -,76210.00
33,2006-2007,Mizoram,304330034,Zoram Drivers Ramthim Board,Damna In Zuangiui Aizawl Mizoram -796017,0.00
34,2006-2007,Mizoram,304330002,Zoram Evangelical Fellowship,Chhanmari Veng Aizawl Mizoram-796007,12458615.00
