S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2006-2007,Manipur,194130092,Action For Welfare Awakening In Rural Environment,Thangmeiband Imphal  Manipur-795001,0.00
2,2006-2007,Manipur,194160059,Agape Museum,Post Box 110Opposite Tuibuong Petrol PumpChurachandpur,0.00
3,2006-2007,Manipur,194130248,Agent for Social Change (ASOC),C/O  Principal Prima Donna English High School Thangmeiband LilashingKhongnangkhongImphal Manipur-795010,205000.00
4,2006-2007,Manipur,194130272,Agricultural Development Organisation,Canchipur Manipur University Com- plex ImphalImphal West (Manipur)-795003,0.00
5,2006-2007,Manipur,194140014,Alice Christian High School, UkhrulManipur-795142,112006.00
6,2006-2007,Manipur,194200068,All Cultural & Rural Dev. Organisation,Samaram Lamkhai(khongjom War  Memorial Complex) B.p.o. Samaram.P.o. Wangjing Thoubal Manipur-795148,0.00
7,2006-2007,Manipur,194130158,All India Women's Voluntary Services,Paona Bazar Imphal Manipur-795001,0.00
8,2006-2007,Manipur,194130159,All Manipur Girl's Organisation,Kwakeithel Thiyan Leikai Imphal Manipur-795001,0.00
9,2006-2007,Manipur,194130187,All Manipur Management Of Development Training & Research Centre,Vripok Khoirnarileikai ImphalManipur.-,0.00
10,2006-2007,Manipur,194130095,All Manipur Mentally Handicapped Welfare Organisation,Keishamthong Imphal Manipur-795001,0.00
11,2006-2007,Manipur,194130005,All Manipur Mushroom Growers Association,'mushroom House'  78/489 Airport Road Imphal Manipur-795140,0.00
12,2006-2007,Manipur,194130061,All Manipur Womens' Association,Keishamthong Imphal  Manipur-795001,80000.00
13,2006-2007,Manipur,194130294,All Women and Child Development,Chingamathak First Floor Electricity BuildingImphal West(Manipur)-795001,348750.00
14,2006-2007,Manipur,194180003,Analon Christian Development Committee,Anallon Christian Institute CampusLambung795127,0.00
15,2006-2007,Manipur,194130090,Andro Development Association,Andro  Bazar ImphalManipur-,0.00
16,2006-2007,Manipur,194130257,Anouba Mangal,Haoreibi Wangoi Imphal West IIManipur-795001,0.00
17,2006-2007,Manipur,194190006,Apunba Mahei Shanglem,Ishok PO Nambol BishnupurManipur-795134,0.00
18,2006-2007,Manipur,194130026,Artists Centre,Singjbung Leirak Imphal Manipur-795001,0.00
19,2006-2007,Manipur,194150033,Ashufiimei Development Society,Chowainu Village PO-Mao Mao SenapatiManipur-795150,175000.00
20,2006-2007,Manipur,194200077,Association for Development Action Manipur,Athokpam Bazar ThoubalManipur-795138,0.00
21,2006-2007,Manipur,194130021,Association for Rural Development,Lamsang ImphalManipur-,0.00
22,2006-2007,Manipur,194130278,Association for Social Advancement and Resource Authority,Awang Sekmai Imphal West DistrictAndhra Pradesh-795136,0.00
23,2006-2007,Manipur,194170024,Assumption Parish,Catholic Church New Awangkhul  B.p.o.-lamphalpatTamenglong Manipur-795004,0.00
24,2006-2007,Manipur,194180041,Awakening Rural Area Society,Khungjol Village Chakpikarong Sub- Division ChandelManipur-795102,0.00
25,2006-2007,Manipur,194130042,Awang Jiri Nupi Marup,Nambol  ImphalManipur-795134,0.00
26,2006-2007,Manipur,194130235,Backward and Rural Welfare Society,Uripok Khaidem Leikai Imphal West DistrictManipur-795001,0.00
27,2006-2007,Manipur,194130054,Bashikong Chanura Sinlon Lup,Ningom Thongjao ImphalManipur-,0.00
28,2006-2007,Manipur,194160057,Bethany Christian Institute,Post Box No.-23 Family LaneChuruchandpur Manipur-795128,0.00
29,2006-2007,Manipur,194130311,Biswanath Mihila Kalyan Samiti,Palace Compound Imphal East Manipur -795001,0.00
30,2006-2007,Manipur,194140048,Born Again Rehabilitation Centre,Phungreitang Ukhrul PO & PS UkhrulDist. Ukhrul (Manipur)-795142,0.00
31,2006-2007,Manipur,194140046,Buffalo,Hamleikhong Hundung UkhrulManipur-795142,174369.00
32,2006-2007,Manipur,194130051,Capart Manipur,'capart House' Imphal AirportManipur -795140,1000000.00
33,2006-2007,Manipur,194130241,Care Foundation,Chassad Avenue Imphal East DistrictManipur-795001,7526165.00
34,2006-2007,Manipur,194130220,Catholic Educational Society,Archibishops House ImphalManipur-795002,200002.00
35,2006-2007,Manipur,194130109,Catholic Medical Centre,Koirengi ImphalManipur-795001,18192461.00
36,2006-2007,Manipur,194200059,Centre for Development Activities,Near Indo-Myanmar Road WangjingManipur.-795148,0.00
37,2006-2007,Manipur,194130018,Centre for Mental Hygiene,Sangaipren Airport Road ImphalManipur-795001,0.00
38,2006-2007,Manipur,194130155,Centre For Organisation Research & Education,Paona Road Imphal Manipur-795001,478135.00
39,2006-2007,Manipur,194130072,Centre For Social Development,Palace Compound Imphal Manipur-795001,17911443.00
40,2006-2007,Manipur,194160048,Centre Of Science For Rural Peoples,Peace Land Lodtak Project Town ChurachandpurManipur-,0.00
41,2006-2007,Manipur,194180018,Chamdil Khubil Social Welfare Arts & Culture Asociation, ChandelManipur-795127,557400.00
42,2006-2007,Manipur,194130205,Charik Pareng Child Welfare Association,Mantripukhri Bazar Imphal EastManipur-,0.00
43,2006-2007,Manipur,194200003,Cherapur Mamang Khadi & Village Industries Association,Wangjing ThoubalManipur-795148,0.00
44,2006-2007,Manipur,194150010,CHIL CHIL ASIAN MISSION SOCIETY,P.O. Leikham Pokpi  KanglatongbiManipur-795151,2596864.00
45,2006-2007,Manipur,194130082,Children Training School,Langol ImphalManipur-,0.00
46,2006-2007,Manipur,194160019,Chin Baptist Association,PB 30 New Lamka ChurachandpurManipur-795128,0.00
47,2006-2007,Manipur,194150026,Chivairy Poverty Allevation Dev. Association,P.O. Mao SenapatiManipur-795150,0.00
48,2006-2007,Manipur,194160074,Christian Revival Church Manipur,K. Phaicham Chiengkonpang PO ChurachandpurManipur-795128,0.00
49,2006-2007,Manipur,194180015,Christian Social Development Organisation,Panchai ChandelManipur-795127,557126.00
50,2006-2007,Manipur,194130003,Citizen Volunteers Training Centre,Palace Compound ImphalManipur-795001,4768643.00
51,2006-2007,Manipur,194200037,Community Development Organisation,Wangbal Lamboithong ThoubalManipur-795138,2493669.03
52,2006-2007,Manipur,194200048,Community Development Programme Centre,Mi Road  ThoubalManipur.-,0.00
53,2006-2007,Manipur,194130124,Community Development Society,Nepra Mamang Leikai ImphalManipur-,0.00
54,2006-2007,Manipur,194130169,Community Participation Of Environment And Economic Development,New Checkon ImphalManipur.-,0.00
55,2006-2007,Manipur,194130085,Council For Antipoverty Action,Urup Litan Makhong Imphal  Manipur-795130,803779.00
56,2006-2007,Manipur,194180032,Council for Scheduled Caste and Scheduled Tribe Advancement (C.S.S.A.),Pallel Bazar P.O.-Pallel  Near Police Gate Indo Burma RoadPallel Small Town Chandel-795135,0.00
57,2006-2007,Manipur,194160076,Covenant Childrens Home,Mualkoi Churachandpur Manipur-795006Churachandpur795006,0.00
58,2006-2007,Manipur,194130319,Creations Society for Handicrafts & Goodwill,Chingamakhong Singjamei Imphal West Manipur -795001,0.00
59,2006-2007,Manipur,194190018,Dedicated Earth Workers Association for Living,Leiram Bishnupur DistrictManipur-795134,0.00
60,2006-2007,Manipur,194170032,Development Agency for Tribal People,Chiulon (Khingjaron) Village PO Box - 7 TamenglongManipur-795141,863900.00
61,2006-2007,Manipur,194190014,Development on Communication Arts and Culture Science,Economic and Education Centre (D-Cacus-Education Centre) BCECNing Thoukhong Bazar Area Ningthoukhong795126,0.00
62,2006-2007,Manipur,194130110,Diocesan Social Service Society,Bishops House Mantripukhri ImphalManipur-795001,19591954.00
63,2006-2007,Manipur,194130016,Diocese of Imphal,Post Box No. 35 Mantripukhri ImphalManipur-795002,49235006.57
64,2006-2007,Manipur,194150047,Don Bosco College Maram,Maram Centre Maram Bazar PO SenapatiManipur-795105,3681199.00
65,2006-2007,Manipur,194150029,Don Bosco Parish,St. John Bosco Parish SenapatiManipur-795106,0.00
66,2006-2007,Manipur,194170026,Don Bosco Rural Dev elopment Centre(DBRDC),Don Bosco Khoupum ValleyTamenglongManipur-795147,1324430.00
67,2006-2007,Manipur,194150001,Don Bosco Social Service Centre,Maramkunnu SenapatiManipur-795106,0.00
68,2006-2007,Manipur,194170002,Don Bosco Social Welfare Centre, TamenglongManipur-795141,3604965.00
69,2006-2007,Manipur,194180039,Dorcas Noble Fund,Khangshim Village PO Karching ChandelManipur-795103,0.00
70,2006-2007,Manipur,194200054,Eastern Social Welfare Association,Wahgjing SK Leikai  ThoubalManipur.-,0.00
71,2006-2007,Manipur,194130283,Ecological Useful Productive and Social Development Organisation,Thoubal Athokpam Makha Okram Arong Turel mapal Ward No.7Thoubal (Manipur)-795138,0.00
72,2006-2007,Manipur,194130306,Educated and Self Employed Women's Social Service Association,Wangkhei Thangiam Leikai Imphal Municipality Ward No.20Imphal Manipur-795001,0.00
73,2006-2007,Manipur,194130292,Educated Unemployed Development Organisation,Brahmapur Aribam Leikai Imphal (Manipur) -795001,0.00
74,2006-2007,Manipur,194200035,Education & Technological Development Rural Services Organisation,Sangaiyumpham North Cherapur Centre P.O WangjingManipur-795148,0.00
75,2006-2007,Manipur,194130103,El Shaddai Resource Centre,Gracy Home Chingmeirong East  ImphalManipur-795001,5277227.00
76,2006-2007,Manipur,194170028,Elim Christian Children Home,PO Tamei Tamenglong DistrictManipur-795125,0.00
77,2006-2007,Manipur,194150006,Emmanuel School Society,Haipi SenapatiManipur-,2066865.00
78,2006-2007,Manipur,194130227,Environment and Economics Management Association,Haobam Marak Chingtham Leikai Imphal West IIManipur-795001,0.00
79,2006-2007,Manipur,194140044,Estern Rural Development & Welfare Service,Maku Junction B.P.O. Maku Kamjong Block Ukhrul Distt.Manipur India-795010,965260.00
80,2006-2007,Manipur,194140012,Evangelical Assembly Church,Rengkai Road  ChurachandpurManipur-795129,839833.00
81,2006-2007,Manipur,194160004,Evangelical Congregational Church of India,Post Box 24 Nehru Marg RengkaiChurachandpur,3944966.00
82,2006-2007,Manipur,194160016,Evangelical Convention Church,P.O.Box 6 ChurachandpurOrissa-795128,1477124.00
83,2006-2007,Manipur,194160017,Evangelical Organisation Church, ChurachandpurManipur-,0.00
84,2006-2007,Manipur,194200036,Farmers Development Centre,Khudrakpam Leikai  WangjingManipur-795148,0.00
85,2006-2007,Manipur,194130119,Foundation for Environment and Economic Development Services,HengbungP O Kangpokpi795129,147200.00
86,2006-2007,Manipur,194160046,Frontier Mission Society,Agape Avenue Hill Town ChurachandpurManipur-,1694652.95
87,2006-2007,Manipur,194200063,Gandhian Institute of Rural Development,Thoubal Hotel Kanghra M.I.RoadThoubal Manipur-,30000.00
88,2006-2007,Manipur,194130057,Gangte Baptist Association, Churachandpur Manipur-795158,0.00
89,2006-2007,Manipur,194130224,Global Care,Nagamapal Singjubung LeirakImphal West District ImphalManipur - 795001Imphal West795001,0.00
90,2006-2007,Manipur,194160068,Global Foundation for Eradication of Poverty and Social Evils,Chiangai Bazar 57th Km. on Tipai- mukh Road N.H.No.150 Henglep -Sub Dvnn Churachandapur (Manipur)-795128,0.00
91,2006-2007,Manipur,194160067,Good Samaritan Foundation,Pasgah-DHQ Tuibong ChurachandpurManipur-795128,0.00
92,2006-2007,Manipur,194160029,Good Sheperd English High School,Sagang Village BPO Sagang PO Moirang ChurachandpurManipur-795133,1817074.00
93,2006-2007,Manipur,194160021,Grace Bible College,New Lamka  ChurachandpurManipur-795128,3784505.00
94,2006-2007,Manipur,194130199,Gram Sewa Sangh,Bachaspati Leirak Brahmapur NahabamManipur.-,0.00
95,2006-2007,Manipur,194130214,Green Foundation,Sega Road Thouda Bhobok Leikai Imphal WestManipur-795001,0.00
96,2006-2007,Manipur,194130288,Herbert Educational Foundation,Kwakeithal Thiyam Leikai Imphal (Manipur) -795001,0.00
97,2006-2007,Manipur,194150039,Highland Welfare Association,Keithelmanbi Military Colony Imphal SenapatiManipur-795122,0.00
98,2006-2007,Manipur,194130190,Hill Areas Development Organisation,Nagaram Imphal Manipur-795001,844507.00
99,2006-2007,Manipur,194140025,Hill Light English School,Huining UkhrulManipur-795142,0.00
100,2006-2007,Manipur,194130260,Hill People's Development Council,B/184 Zone II National Games Vill PO Lamphel ImphalManipur-795004,0.00
101,2006-2007,Manipur,194170008,Hll Area Jhum Control Agency, TamenglongManipur-795141,0.00
102,2006-2007,Manipur,194130222,Human Resource and Infra Structures Development Organisation(RISDO),Jupiter Building Near Old District Hospital B.T. RoadImphal Manipur-795001,0.00
103,2006-2007,Manipur,194130314,Human Resource Development Organisation,Porompat Chithek JNIMS Road Near SBI PorompatImphal EastImphal East Districy795001,0.00
104,2006-2007,Manipur,194130251,Imphal Urban and Rural Development Society,Sagolband Nepra Menjor Mamang Leikai ImphalManipur-795001,0.00
