S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2017-2018,Jammu & Kashmir,152750032,AGAPE KASHMIR TRUST,SAVERA Opposite B ED College Pornibal Shivpura Batwara PostSrinagar190004,354522.00
2,2017-2018,Jammu & Kashmir,152700001,ALL J AND K PASMANDA TABKA DEVELOPMENT WELFARE SOCIETY,HANDWARA KASHMIRKupwara193221,0.00
3,2017-2018,Jammu & Kashmir,152670037,BHARTIYA LOK SANGEET KALA SANSTHAN,4-124 Old SBI Lane Pamposh Colony JanipurJammu180007,0.00
4,2017-2018,Jammu & Kashmir,152670041,Bhartiya Shiksha Samiti,Narayan Bhawan ved Mandir Complex AmphallaJammu180001,20104304.00
5,2017-2018,Jammu & Kashmir,152680015,Border Area Development Organization Kargil,Akwoou Corpleu Main Rood Poyen KargilPoyen194103,9386268.00
6,2017-2018,Jammu & Kashmir,152670042,C.M.C SANTHOM SOCIAL SERVICE SOCIETY,CMC SANTHOM SOCIAL SERVICE SOCIETY-SECTOR-4 MARBLE ENCLAVE TRIKUTA NAGAR JAMMUJAMMU180020,31575.00
7,2017-2018,Jammu & Kashmir,152750042,Care World,Lal Nagar Chanapora Near Bye-Pass BridgeSrinagar190015,0.00
8,2017-2018,Jammu & Kashmir,152750004,Catholic Social Service Society,Seva Niketan Kunjwani Bye Pass JammuJammu & Kashmir-,6342580.50
9,2017-2018,Jammu & Kashmir,152710036,Centre for Sustainable Development and Food Security in Ladakh,PO Box No.53 Serdung House Chubi-Leh Ladakh(Jammu and Kashmir)-194101,1584608.00
10,2017-2018,Jammu & Kashmir,152750028,CHILD NURTURE AND REIELF KASHMIR CHINAR Kashmir,Guru Lane Opposite Ply Emporium Barzulla SrinagarSrinagar190005,427015.00
11,2017-2018,Jammu & Kashmir,152710018,Child Welfare Society,P.B.No. 135 Leh LadakhJammu & Kashmir-194101,0.00
12,2017-2018,Jammu & Kashmir,152750043,chotay taray foundation,Rawatpora Bhagatsrinagar190005,374.00
13,2017-2018,Jammu & Kashmir,152710014,Chumur Cultural And Welfare Society,Chumur Gompa  C/o Hotel Lingzi East Leh - LadakhJammu & Kashmir-194101,16694576.00
14,2017-2018,Jammu & Kashmir,152670024,CMI Service Society,Yesupal Ashram 7A Sector 4 Extn Trikutanagar JammuJammu and Kashmir-180012,593343.00
15,2017-2018,Jammu & Kashmir,152750003,Dar-Ul- Fazl Childrens Home,P.O Box 54 Manali Dist: KulluHimachal Pradesh -175131,6161371.70
16,2017-2018,Jammu & Kashmir,152710067,DESKID CULTURAL & WELFARE SOCIETY,Deskid Gonpa P.O Deskid NubraLeh194401,0.00
17,2017-2018,Jammu & Kashmir,152670008,Diocese of Jammu - Srinagar St. Mary's Church, Jammu CanttJammu & Kashmir-,6664632.04
18,2017-2018,Jammu & Kashmir,152710032,Drigung Dharma Foundation,Phyang District LehJammu and Kashmir-194101,755999.00
19,2017-2018,Jammu & Kashmir,152710045,Drikung Kagyu Cultural and Welfare Society,Gaon GonpaPheyang194101,0.00
20,2017-2018,Jammu & Kashmir,152710054,Druk Pema Karpo Educational Society,Hemis ComplexLeh194101,17621378.00
21,2017-2018,Jammu & Kashmir,152750040,Educational Trust Kashmir,Auqaf Complex Alamgari BazarSrinagar190011,0.00
22,2017-2018,Jammu & Kashmir,152760001,Emmanuel Mission Hostel, RamnagarJ&K-182122,15839.00
23,2017-2018,Jammu & Kashmir,152710070,FLOWERING DHARMA CENTER,"Raku House Main Tukcha 
Leh

Ladakh194101",0.00
24,2017-2018,Jammu & Kashmir,152750036,GREEN WORLD WELFARE SOCIETY,Nowhatta Haka BazarSrinagar190002,10.00
25,2017-2018,Jammu & Kashmir,152710031,Gyudzin Tantric Monastery (Phey),Phey PO Box No. 85 Leh Ladakh DistrictJammu and Kashmir-194101,1270118.00
26,2017-2018,Jammu & Kashmir,152760010,HARE KRISHNA FOOD FOR LIFE,SRILA PRABHUPADA ASHRAMUDHAMPUR182101,1298372.00
