S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2017-2018,Goa,271830133,Anyay Rahit Zindagi,Plot No.71Next to ESI DispensarySancoale Industrial Estate SaurinagarSouth Goa403726,6231356.34
2,2017-2018,Goa,271830093,Auxilium Salesian  Society, CaranzalemGoa-403523,0.00
3,2017-2018,Goa,271810007,BETHESDA LIFE CENTRE,H No 1503/3 Rego Bagh Bambolim Complex TisWadi NorthNorth Goa403202,9246023.00
4,2017-2018,Goa,271830104,Canossa  Society Goa,Modlo Vaddo ArambolPernem Goa-403524,0.00
5,2017-2018,Goa,271830025,Capuchin Friars Minor Society,Modi Navelim  SalcetteGoa-,9707273.40
6,2017-2018,Goa,271830153,Care and Compassion - Goa,4F/G-2 Models ComplexTaleigao Market Ilhas403002,3801379.91
7,2017-2018,Goa,271830003,Caritas Goa,Paco Pathiarcal Altinho PanjimGoa -403001,852479.00
8,2017-2018,Goa,271830058,Carmelite Monastery, ChimalimGoa-,32222.00
9,2017-2018,Goa,271830008,Central Fund of Archdiocese of Goa & Daman, PanjimGoa-,2594000.00
10,2017-2018,Goa,271830155,CHANDOR JYOTHI SEVA SANGH,PALLOTTI JYOTHI NIWASGUIRDOLIMCHANDOR403714,1002590.00
11,2017-2018,Goa,271830156,Childrens Rights in Goa,H.No 754/1 11 2nd Floor CHRISTINA APARTMENTSAlto Porvorim403521,1772179.90
12,2017-2018,Goa,271810015,Childs Play India Foundation,Casa da Moeda Near Head Post OfficePanjim403001,680233.00
13,2017-2018,Goa,271830130,Chorao Educational Society,Boctawada-Chorao Ilhas- North-GoaGoa-403102,0.00
14,2017-2018,Goa,271830080,Churach of our Lady Of The Sea, Nani DamanDaman & Diu -396210,0.00
15,2017-2018,Goa,271830072,Congr Of The Srs Of St Joseph Of Clunny, VernaGoa -403722,453348.00
16,2017-2018,Goa,271830158,COOJ MENTAL HEALTH FOUNDATION,13 34 LAVI COTTAGEMODLEM MOROD403507,1634190.00
17,2017-2018,Goa,271830018,Diocesan Cathectical Centre,  Old Goa-,1639550.00
18,2017-2018,Goa,271830055,Diocesan Centre For Social Community Media, PanjimGoa-403001,0.00
19,2017-2018,Goa,271830057,Diocesan Family Service Centre Goa,D B MargOpp Steamer Jetty403001,0.00
20,2017-2018,Goa,271830140,Diocesan Society of Education,Paco Patriarcal AltinhoGoa-403001,0.00
21,2017-2018,Goa,271830046,Discalced Carmelite Monastery,Novitia Training Aquem MargaoGoa-403601,1756464.00
22,2017-2018,Goa,271810009,Disha Charitable Trust,Behind Directorate of Education A.B. RoadPanaji403001,180723.00
23,2017-2018,Goa,271830129,Don Bosco Benaulim Society,H. No. 353 Pull Vaddo BenaulimGoa.-403707,0.00
24,2017-2018,Goa,271830053,Don Bosco Farmer's Rehabilitation Society,Sulcorna Quepem  Goa-403705,0.00
25,2017-2018,Goa,271830127,Don Bosco Luotolim Society,Luotolim  SalceteGoa-403718,30234.00
26,2017-2018,Goa,271800002,Dudhsagar Krishi Udyog Society,Pillar Fathers Farm Shigao-CollemPonda Goa-403410,0.00
27,2017-2018,Goa,271830134,EL-Shaddai Charitable Trust,176 Batti Parra Bardez North Goa Goa-403510,40436602.89
28,2017-2018,Goa,271810014,FAITH WORKS INDIA,"Faith Works India
Shalom Plot NO. 123
Vainguinum Valley
Dona Paula
Goa - 403004DONA PAULA403004",259212.08
29,2017-2018,Goa,271830122,Fatima Society,Margao Goa -403601,0.00
30,2017-2018,Goa,271830023,Fr. Angel Trust, Pilar Goa-403203,164604.00
31,2017-2018,Goa,271830049,Franciscan Sisters of Christ the King,Saligao BardezGoa-,5769834.32
32,2017-2018,Goa,271830022,Goa Salesian Society,Dob Bosco High SchoolPanjim,11661540.00
