S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2009-2010,Pondicherry,285130067,Adecom Network,No.9 Raja Singh StreetPost Box No.233605001,3399114.79
2,2009-2010,Pondicherry,285130078,Anbalayam,140 Villinur Road Moolakulam PondicherryPondicherry-605010,1694200.00
3,2009-2010,Pondicherry,285130049,Apsara,70 V V P Nagar  Pondicherry-,0.00
4,2009-2010,Pondicherry,285130043,Association of Franco-Indian Vocational Training Institute,38 Dumas Street  Pondicherry-,0.00
5,2009-2010,Pondicherry,285130031,Atelier Shanti,20 Lazar Koil Street DubrayapetPondicherry-605001,682500.00
6,2009-2010,Pondicherry,285130026,Bon Secours Convent,Rangapillai Street  Pondicherry-,917521.60
7,2009-2010,Pondicherry,285150001,Carmel Convent Cluny, Karaikal Pondicherry-609602,426176.00
8,2009-2010,Pondicherry,285130022,Centre for Education Rehabilitation and Treatment of the Handicapped,181 Gingee Salai DubarayapetPondicherry-605001,5852072.00
9,2009-2010,Pondicherry,285150007,Community Collective Society for Integrated Development,34 Neela Kidangu Street KaraikalPondicherry-609602,5012933.14
10,2009-2010,Pondicherry,285130050,Community Sewa Centre,No-2 Villikrishna illam IIIrd  Cross Kasthuribaigandhi St NetajiNagar-I Ullalam Pondicherry-605001,9012923.06
11,2009-2010,Pondicherry,285130020,Congregation Sisters of St. Joseph Cluny,Post Box 87  Pondicherry-,12577669.00
12,2009-2010,Pondicherry,285130058,Dipti Trust,No.8 St.Gilles Street Sh Aurobindo Ashram POPondicherry-605002,520097.00
13,2009-2010,Pondicherry,285130041,Don Bosco Boys Home,Thattanchavady  Pondicherry-605009,6448897.90
14,2009-2010,Pondicherry,285130085,EMPOWERMENT FOUNDATION,Soorya Udayam Illam-Habitat Mariaman Koil StreetOdhiyampattu Village Villianur Commune,789340.00
15,2009-2010,Pondicherry,285130074,Foundation for Ecological Research Advocacy and Learning,No.27 2nd Cross Appavounagar VazhakulamPondicherry-605012,9784838.00
16,2009-2010,Pondicherry,285130091,FOUNDATION FOR LOW INCOME GROUP AND SOCIAL HEALTH,No.166 Subbiah Nagar ThattanchavadyPondicherry605009,2010.00
17,2009-2010,Pondicherry,285130018,Franciscan Sisters of Saint Aloysius Gonzaga,Door No. 6 ST.ANGE STREETPONDICHERRY -605001,15533223.96
18,2009-2010,Pondicherry,285130072,Holistic approach for People's Empowerment(HOPE),Plot NO. 106 M.G.R. Nagar 100Feet Road MudaliarpetPondicherry-605004,3191562.00
19,2009-2010,Pondicherry,285130014,Hospice Convent,2 Laporte Street  Pondicherry-605001,8539.00
20,2009-2010,Pondicherry,285130015,Human Organisation for Social Education,Odaiveli  Ariyankuppam Pondicherry-605007,0.00
21,2009-2010,Pondicherry,285130009,Immaculate Boarding Convent,St. Therese Street  Pondicherry. -605001,0.00
