S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2009-2010,Manipur,194180044,Action for Integreted Rural Community Development Society(AIRCODS),Langching VillageSugnu795101,0.00
2,2009-2010,Manipur,194130092,Action For Welfare Awakening In Rural Environment,Thangmeiband Imphal  Manipur-795001,0.00
3,2009-2010,Manipur,194160059,Agape Museum,Post Box 110Opposite Tuibuong Petrol PumpChurachandpur,0.00
4,2009-2010,Manipur,194130248,Agent for Social Change (ASOC),C/O  Principal Prima Donna English High School Thangmeiband LilashingKhongnangkhongImphal Manipur-795010,0.00
5,2009-2010,Manipur,194130272,Agricultural Development Organisation,Canchipur Manipur University Com- plex ImphalImphal West (Manipur)-795003,0.00
6,2009-2010,Manipur,194140014,Alice Christian High School, UkhrulManipur-795142,203786.00
7,2009-2010,Manipur,194130159,All Manipur Girl's Organisation,Kwakeithel Thiyan Leikai Imphal Manipur-795001,0.00
8,2009-2010,Manipur,194130187,All Manipur Management Of Development Training & Research Centre,Vripok Khoirnarileikai ImphalManipur.-,0.00
9,2009-2010,Manipur,194130095,All Manipur Mentally Handicapped Welfare Organisation,Keishamthong Imphal Manipur-795001,0.00
10,2009-2010,Manipur,194130061,All Manipur Womens' Association,Keishamthong Imphal  Manipur-795001,0.00
11,2009-2010,Manipur,194130294,All Women and Child Development,Chingamathak First Floor Electricity BuildingImphal West(Manipur)-795001,0.00
12,2009-2010,Manipur,194160080,Amazing Grace Ministry Asia,Bijang Vengnom P. O. Box - 161Churachandpur795128,205256.00
13,2009-2010,Manipur,194180003,Analon Christian Development Committee,Anallon Christian Institute CampusLambung795127,0.00
14,2009-2010,Manipur,194190006,Apunba Mahei Shanglem,Ishok PO Nambol BishnupurManipur-795134,0.00
15,2009-2010,Manipur,194130026,Artists Centre,Singjbung Leirak Imphal Manipur-795001,0.00
16,2009-2010,Manipur,194150033,Ashufiimei Development Society,Chowainu Village PO-Mao Mao SenapatiManipur-795150,0.00
17,2009-2010,Manipur,194130021,Association for Rural Development,Lamsang ImphalManipur-,0.00
18,2009-2010,Manipur,194190023,ASSOCIATION FOR RURAL DEVELOPMENT AND WOMEN EMPOWERMENT,KeinouP.O. Nambol795135,553900.00
19,2009-2010,Manipur,194130278,Association for Social Advancement and Resource Authority,Awang Sekmai Imphal West DistrictAndhra Pradesh-795136,0.00
20,2009-2010,Manipur,194170024,Assumption Parish,Catholic Church New Awangkhul  B.p.o.-lamphalpatTamenglong Manipur-795004,0.00
21,2009-2010,Manipur,194130348,Auxiliary Service for Human Affairs,H.O. Asha Yaiphakol Sagolmang Bazar P.O. PangeiImphal795114,0.00
22,2009-2010,Manipur,194130042,Awang Jiri Nupi Marup,Nambol  ImphalManipur-795134,0.00
23,2009-2010,Manipur,194130054,Bashikong Chanura Sinlon Lup,Ningom Thongjao ImphalManipur-,0.00
24,2009-2010,Manipur,194160057,Bethany Christian Institute,Post Box No.-23 Family LaneChuruchandpur Manipur-795128,400000.00
25,2009-2010,Manipur,194140048,Born Again Rehabilitation Centre,Phungreitang Ukhrul PO & PS UkhrulDist. Ukhrul (Manipur)-795142,0.00
26,2009-2010,Manipur,194130051,Capart Manipur,'capart House' Imphal AirportManipur -795140,0.00
27,2009-2010,Manipur,194130241,Care Foundation,Chassad Avenue Imphal East DistrictManipur-795001,3131779.90
28,2009-2010,Manipur,194130220,Catholic Educational Society,Archibishops House ImphalManipur-795002,813512.00
29,2009-2010,Manipur,194130109,Catholic Medical Centre,Koirengi ImphalManipur-795001,6783082.00
30,2009-2010,Manipur,194200059,Centre for Development Activities,Near Indo-Myanmar Road WangjingManipur.-795148,0.00
31,2009-2010,Manipur,194150067,Centre for Information and Technology in Rural Areas,Selsi Motbung P.O. MotbungSenapati795107,0.00
32,2009-2010,Manipur,194130018,Centre for Mental Hygiene,Sangaipren Airport Road ImphalManipur-795001,0.00
33,2009-2010,Manipur,194130155,Centre For Organisation Research & Education,Paona Road Imphal Manipur-795001,1040105.00
34,2009-2010,Manipur,194130072,Centre For Social Development,Palace Compound Imphal Manipur-795001,19785081.00
35,2009-2010,Manipur,194200089,Centre for Sustaianble Development(CSD),AthokpamThoubal795138,0.00
36,2009-2010,Manipur,194130359,Centre for Women Development,Keishamthong Elangbam Leikai P.O. Imphal Imphal West DistrictImphal795001,0.00
37,2009-2010,Manipur,194180018,Chamdil Khubil Social Welfare Arts & Culture Asociation, ChandelManipur-795127,408000.00
38,2009-2010,Manipur,194130205,Charik Pareng Child Welfare Association,Mantripukhri Bazar Imphal EastManipur-,0.00
39,2009-2010,Manipur,194130344,Charitbale and Religious Society,New Lambulande P.O. ImphalImphal795001,0.00
40,2009-2010,Manipur,194150010,CHIL CHIL ASIAN MISSION SOCIETY,P.O. Leikham Pokpi  KanglatongbiManipur-795151,9184101.00
41,2009-2010,Manipur,194130082,Children Training School,Langol ImphalManipur-,0.00
42,2009-2010,Manipur,194160019,Chin Baptist Association,PB 30 New Lamka ChurachandpurManipur-795128,0.00
43,2009-2010,Manipur,194150023,Chington Development Society,PB 01 SenapatiManipur-,0.00
44,2009-2010,Manipur,194150026,Chivairy Poverty Allevation Dev. Association,P.O. Mao SenapatiManipur-795150,0.00
45,2009-2010,Manipur,194160074,Christian Revival Church Manipur,K. Phaicham Chiengkonpang PO ChurachandpurManipur-795128,0.00
46,2009-2010,Manipur,194180015,Christian Social Development Organisation,Panchai ChandelManipur-795127,1899138.00
47,2009-2010,Manipur,194130003,Citizen Volunteers Training Centre,Palace Compound ImphalManipur-795001,0.00
48,2009-2010,Manipur,194140053,Citizens Alliance for Re Empowerment,Viewland Zone One Ukhrul TownUkhrul795142,60000.00
49,2009-2010,Manipur,194130332,Citizens Welfare Association,H.O. Heingang P.O. MantripukhriImphal795002,0.00
50,2009-2010,Manipur,194130330,CLARIST HOME,MANTRIPUKHRIIMPHAL795002,1191263.00
51,2009-2010,Manipur,194200037,Community Development Organisation,Wangbal Lamboithong ThoubalManipur-795138,5268607.00
52,2009-2010,Manipur,194200048,Community Development Programme Centre,Mi Road  ThoubalManipur.-,0.00
53,2009-2010,Manipur,194130169,Community Participation Of Environment And Economic Development,New Checkon ImphalManipur.-,0.00
54,2009-2010,Manipur,194150065,Compassion Manipur,DamdeiMotbung795107,240994.00
55,2009-2010,Manipur,194130085,Council For Antipoverty Action,Urup Litan Makhong Imphal  Manipur-795130,0.00
56,2009-2010,Manipur,194130338,COUNCIL FOR DEVELOPMENT OF POOR AND LABOURERS,LILONG BAZARIMPHAL WEST-IILILONG BAZAR795130,0.00
57,2009-2010,Manipur,194160076,Covenant Childrens Home,Mualkoi Churachandpur Manipur-795006Churachandpur795006,10378741.00
58,2009-2010,Manipur,194130319,Creations Society for Handicrafts & Goodwill,Chingamakhong Singjamei Imphal West Manipur -795001,0.00
59,2009-2010,Manipur,194170032,Development Agency for Tribal People,Chiulon (Khingjaron) Village PO Box - 7 TamenglongManipur-795141,1039595.00
60,2009-2010,Manipur,194190014,Development on Communication Arts and Culture Science,Economic and Education Centre (D-Cacus-Education Centre) BCECNing Thoukhong Bazar Area Ningthoukhong795126,0.00
61,2009-2010,Manipur,194130110,Diocesan Social Service Society,Bishops House Mantripukhri ImphalManipur-795001,16299964.54
62,2009-2010,Manipur,194130016,Diocese of Imphal,Post Box No. 35 Mantripukhri ImphalManipur-795002,23058581.00
63,2009-2010,Manipur,194150047,Don Bosco College Maram,Maram Centre Maram Bazar PO SenapatiManipur-795105,2559718.00
64,2009-2010,Manipur,194150029,Don Bosco Parish,St. John Bosco Parish SenapatiManipur-795106,0.00
65,2009-2010,Manipur,194170002,Don Bosco Social Welfare Centre, TamenglongManipur-795141,3430925.00
66,2009-2010,Manipur,194180039,Dorcas Noble Fund,Khangshim Village PO Karching ChandelManipur-795103,0.00
67,2009-2010,Manipur,194200054,Eastern Social Welfare Association,Wahgjing SK Leikai  ThoubalManipur.-,0.00
68,2009-2010,Manipur,194140054,Eden Resource Home,Rum Tallui JunctionUkhrul795142,0.00
69,2009-2010,Manipur,194130306,Educated and Self Employed Women's Social Service Association,Wangkhei Thangiam Leikai Imphal Municipality Ward No.20Imphal Manipur-795001,2284664.00
70,2009-2010,Manipur,194130103,El Shaddai Resource Centre,Gracy Home Chingmeirong East  ImphalManipur-795001,7207629.00
71,2009-2010,Manipur,194170028,Elim Christian Children Home,PO Tamei Tamenglong DistrictManipur-795125,47212.00
72,2009-2010,Manipur,194150006,Emmanuel School Society,Haipi SenapatiManipur-,1401226.00
73,2009-2010,Manipur,194130227,Environment and Economics Management Association,Haobam Marak Chingtham Leikai Imphal West IIManipur-795001,0.00
74,2009-2010,Manipur,194140044,Estern Rural Development & Welfare Service,Maku Junction B.P.O. Maku Kamjong Block Ukhrul Distt.Manipur India-795010,1364690.00
