S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2009-2010,Tamil Nadu,075901235,A P TIMOTHY BABU CHILDRENS HOME,10 4 GURUSWAMY NAGAR EXCHANGE ANUMAR NAGAR GOWRIVAKKAM VELACHERRY MAIN ROADCHENNAI601302,0.00
2,2009-2010,Tamil Nadu,075820278,A World of Friends,Gandhi Nagar Orikkai Village KanchipuramTamilnadu-631502,1294900.00
3,2009-2010,Tamil Nadu,075900668,A. M M Foundation,Tiam House 28 Rajaji SalaiChennai Tamil Nadu-600001,0.00
4,2009-2010,Tamil Nadu,076010005,A.L.C. High School,Kariyalur - (via) Vadakkanandal Kalrayan HillsVillupuram T N-,1121066.00
5,2009-2010,Tamil Nadu,075870100,A.V.P.MET Social Service Organization,59 Blossom Villa M.M nagar Opp. LALHosur635109,0.00
6,2009-2010,Tamil Nadu,076040394,AARAADHANA TRUST,6-E Rishivanam Allithuraio RoadTrichirappalli620017,0.00
7,2009-2010,Tamil Nadu,075940470,Aarpaneam Trust,101Desiga Vinayagar Kovil Street K.Pudur MaduraiTamilnadu-625007,0.00
8,2009-2010,Tamil Nadu,075820355,AASTHA KIRAN,FLAT S-4AMIRTHA RANJINI APARTMENTDR.DEVARAJ NAGARMADAMBAKKAM P.O SELAIYURTambaram600126,800209.00
9,2009-2010,Tamil Nadu,075850098,Abamalai Samuganala Seeramaipu Sangam,26\30  Rottikadai  CoimbatoreTn-,0.00
10,2009-2010,Tamil Nadu,075900688,Ability Foundation,12fourth Main Road Gandhi Nagar AdayarChennai Tamil Nadu.-600020,0.00
11,2009-2010,Tamil Nadu,075900516,Abk Aots Dosokai,Nelson Manickan Road AminjikkaraiMadras  600 029-,3505196.54
12,2009-2010,Tamil Nadu,075900970,Abraham Thankammal Memorial Trust,3/101 M.G.R. StreetThiruvancherry Via-SelaiyurKanjeepuramChennai  Tamilnadu-600073,0.00
13,2009-2010,Tamil Nadu,075900826,Acoustical Foundation For Education And Charitable Trust (afect),47 (new No. 101)/20 First Main Rd. Gandhi Nagar AdyarChennai (tamil Nadu)-600020,516655.00
14,2009-2010,Tamil Nadu,076030141,Action  Group For Rural Organisations,7- S.V.K. Compound Silapathikaram StreetVannarpettai Tirunelvelli T.N.-627003,0.00
15,2009-2010,Tamil Nadu,075900561,Action For Child Labour,No 5 A-R Nagar Near CTA Garden Mangadu Near CTA Garden Mangadu600056,2024567.00
16,2009-2010,Tamil Nadu,075940428,Action For Community Transformation India Foundation Trust,372 A/1 G.s.t. Main Road PasumalaiMadurai (tamil Nadu)-625004,872294.00
17,2009-2010,Tamil Nadu,075901047,Action for Improving Mankind,14/314th Lane Sastri NagarAdyar ChennaiTamilnadu-600020,0.00
18,2009-2010,Tamil Nadu,075860017,Action for Rehabilitation ReconstructionEducation and Development Support Trust,Kattalai PostKrishnarayapuram tk Krishnarayapuram KarurTamilnadu-639108,0.00
19,2009-2010,Tamil Nadu,075930025,Action For Rural Integrated Social Developmen Organisation (ARISDO),D. No. 297 Burma Colony. West Bank Manamadurai 630606 Sivagangai DistrictManamadurai630606,200000.00
20,2009-2010,Tamil Nadu,076110016,Action for rural Integration and Social Education,SivalingapuramMudukkangulam Post Kariapatti(Via)/TalukVirudhunagarTamilnadu-626106,1082500.00
21,2009-2010,Tamil Nadu,076060037,Action For Water And Rural Development,Kovai Bye Pass Road Eller Nagar DharmapuramErodetamil Nadu-638657,0.00
22,2009-2010,Tamil Nadu,076010170,Action for Welfare and Awakening in Rural Development,No.6 ganapatht Nagar Extension (behind Om Sakthi Koil)VadalurCuddalore Tamilnadu-607303,0.00
23,2009-2010,Tamil Nadu,076030195,Action In Disabilities India,9rice Shop  Street Thoothukudi- DistrictT.n.-628704,5575933.52
24,2009-2010,Tamil Nadu,076040229,Action Research And Training For Integrated Social Reform,No. 54 Keera Kollai Street WoraiyurTrichy-620003,0.00
25,2009-2010,Tamil Nadu,075890389,ACTION TRUST,AYYANKOVIL PATTYBATLAGUNDU624202,0.00
26,2009-2010,Tamil Nadu,076030142,Action Trust,14g Luther Nagar  Oppi. Concardia  Hir Sec Schoor  Valliyoor Tirunalveli Kattabomman T. N.-627117,96325.92
27,2009-2010,Tamil Nadu,075900056,Active International Mission Aid,   -,5153529.00
28,2009-2010,Tamil Nadu,076040106,Activities For Social Alternatives (asa),Sathya Illam 2-a Alli Street 10th Cross AnnamalainagarTrichy Tamil Nadu-620008,0.00
29,2009-2010,Tamil Nadu,075820295,Acts India Missionary Ministries,5/29Kattabomman StreetNew Otteri VandalurCheenaiTambaramChennaiKancheepuramTamilnadu-600048,0.00
30,2009-2010,Tamil Nadu,075900841,Acts of Mercy,110 Nelson Manickam Road AminjikaraiChennai (Tamil Nadu)-600029,1301700.00
31,2009-2010,Tamil Nadu,076000071,Acwerk Rural Development Foundation,183/1/91 Plot 7aFourth Cross Street Vivekanda Avenue New FairlandsSalem636016,1077038.00
32,2009-2010,Tamil Nadu,076010087,Adaikalauram Missionary Society,Pb1 Avalurpet S Arcot Tamilnadu -604201,5700807.00
33,2009-2010,Tamil Nadu,075901135,Address Centre,Community Out Reach CentreNo.99/51East Madha Church StreetRayapuam636813,0.00
