S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2009-2010,Uttar Pradesh,136510017,Gramin Vikas Samiti,Village-BaharipurPost-Baharipur222175,0.00
2,2009-2010,Uttar Pradesh,136550409,A.A.GRAMODYOG EDUCATIONAL AND SOCIAL WELFARE SOCIETY,190 RAM NAGAR L.D.A.COLONY AISHBAGHLUCKNOW226004,0.00
3,2009-2010,Uttar Pradesh,136760088,A.K. Lodi Memorial Society,B. 8/77 A. Bara-Gambhir Sing BhelupuraVaranasi (Uttar Pradesh)-221001,0.00
4,2009-2010,Uttar Pradesh,136440101,AADERSH GRAMIN JAN KALYAN AND DALIT UTTHAN SAMITI,VILL AND POST HAJIPUR BARAYSARGHAZIPUR233222,0.00
5,2009-2010,Uttar Pradesh,136720038,Aalha Sanskritik Evam Samaj Kalyan Sansthan,Vill. - Sarangpur Post - Kotwa LahangraiTehsil - Jaisinghpur228151,0.00
6,2009-2010,Uttar Pradesh,136760067,Aanjuman Jamea Hospital,Pilikothi  Dist. VaranasiUttar Pradesh-221001,0.00
7,2009-2010,Uttar Pradesh,136210064,Aastha Welfare Society,Sharma Complex 05/81 Madia Katra AgraUttar Pradesh-282002,0.00
8,2009-2010,Uttar Pradesh,136470097,Abbasi Educational Welfare Society,7 Park Road Civil Line GorakhpurGorakhpur273009,0.00
9,2009-2010,Uttar Pradesh,136280008,Abhiyan,Lodhu Thok Atarra Banda Uttar Pradesh-210201,1730131.13
10,2009-2010,Uttar Pradesh,136760132,Abhudaya Sansthan,S 8/314A-9-E-1near Tulsi Niketan SchoolKhjuriPandeypurVaranasiUttar Pradesh-221002,0.00
11,2009-2010,Uttar Pradesh,136230141,Abul Kalam Azad Jan Sewa Sansthan,6-bStrachy Road Civil Lines AllahabadUttar Pradesh-211001,0.00
12,2009-2010,Uttar Pradesh,136380028,Acharya Keshava Chandra Mishra Vichar Manch,Nonapar Deoria Up-274001,0.00
13,2009-2010,Uttar Pradesh,136310032,Achhai Bar Gram Vikas Sewa Sansthan,Vill-k Murad Pur Po-Gaura Uppadhya Town/City: Mahsoo Distt: BastiUttar Pradesh-272124,85653.00
14,2009-2010,Uttar Pradesh,136530044,Action For Women & Rural Development,454- Block-y Kidwai Nagar KanpurUttar Pradesh-,4688482.00
