S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2009-2010,Karnataka,094630184,A. Shama Rao Foundation,13-2-116 Hotel Srinivas Building GHS Road MangaloreDakshina Kannada Karnataka-575001,0.00
2,2009-2010,Karnataka,094420285,A.R. Adaikappa Chettier Charities Trust,48 Levelle Rod. Bangalore Karnataka-560001,0.00
3,2009-2010,Karnataka,094460022,A.R.A.L.U.,M.C Compound Kamthana BidarKarnataka.-585226,1146639.89
4,2009-2010,Karnataka,094421010,Aarding Charitable Childrens Education Service,32A2nd CrossVeera Sandra Industrial AreaElectronic City Hosur Road560100,131145.00
5,2009-2010,Karnataka,094420715,Abala Ashraya Sangha,No.4B 4th Street Shivaji Nagar Bangalore Karnataka-560051,1134.00
6,2009-2010,Karnataka,094420703,Abalashram,Dr.DVG Road Basavanowdi Bangalore Karnataka-560004,254331.00
7,2009-2010,Karnataka,094630036,Abhaya Ashraya,Konaje Village Assaigoli Post  Mangaore Dakshina KannadaKarnataka-574199,466932.00
8,2009-2010,Karnataka,094640028,ABHIVRUDDI SOCIETY FOR SOCIAL DEVELOPMENT,"ABHIVRUDDI SOCIETY FOR SOCIAL DEVELOPMENT
 ABHYUDHAYA  2nd Cross Manjunathnagar Kyathasandra PostTUMKUR572104",11870112.50
9,2009-2010,Karnataka,094421009,Abundant Life for All Ministries,No.83 Alfa Centre Yelahanka near Palamahalli tankMarutinagarBangalore-560064,8703557.00
10,2009-2010,Karnataka,094450034,Abundant Life in Christ Ministries Association,H.No. 6/8(1) Beside M.A.K. Azad High School Ordinance RoadBellary Karnataka-583102,37136.00
11,2009-2010,Karnataka,094440063,Abyndaya Kendra,Gratia Plena Convent Santibastwad BelgaumKarnataka.-,1379462.00
12,2009-2010,Karnataka,094420912,Academy For Severe Handicaps And Autism(Asha charitable Trust),CA# L-76/A(Opp.L-50)Kirloskar  ColonyHBCS3rd stageIV BlockBasveswarnagarBangaloreKarnataka-560079,697330.00
13,2009-2010,Karnataka,094420006,Action Aid,P.O. No. 5406 No. 139  Richmond Road BangaloreKarnataka.-560025,664644016.00
14,2009-2010,Karnataka,094420611,Action Aid Karnataka Project,10/1 Bride St Long Ford Rd BangaloreKarnataka-560025,11338329.00
15,2009-2010,Karnataka,094420584,Action for Asia Outreach,6/111A III rd Cross Lingrajpuram BangaloreKarnataka-560084,0.00
16,2009-2010,Karnataka,094420439,Action for Community Organisation Rehabilitation & Development,14/1 A North Road St. Thomas Town BangaloreKarnataka-560084,8101688.03
17,2009-2010,Karnataka,094570072,Action For Social & Education Development Association,Shivanilaya Fort Gauribindanur Kolar Karnataka-561208,538301.00
18,2009-2010,Karnataka,094420535,Action on Disability and Development India,No 4005 19th Cross Banashankari 2nd StageBangalore560070,5722566.34
19,2009-2010,Karnataka,094570078,Action Society for Integral Development,Kumbarpet  BagepalliKarnataka-561207,0.00
20,2009-2010,Karnataka,094420010,Acts Ministries,54K.H.B. Colony. 2nd Cross Koramangala BangaloreKarnataka-560095,19110942.00
21,2009-2010,Karnataka,094421198,Acts of Mercy,No.226 Wheeler Road Extension St. Thomas Town PostBangalore Karnataka-560084,450600.00
22,2009-2010,Karnataka,094420246,Adhyatama Vidyapeeth Institute of Spirituality,Carmelaram BangaloreKarnataka-560035,4689509.00
23,2009-2010,Karnataka,094420884,Agape Bible Fellowship,No. 3 Church Street LingarajapuramSt Thomas Town Post560084,1636898.50
24,2009-2010,Karnataka,094421174,Agape Leprosy Ministries India,Charitable and Education Trust KM 500 Behind St. Pious ChurchBangalore Karnataka-560084,483043.00
25,2009-2010,Karnataka,094420610,Agape Ministries India,No. 632 Erappa Layout Banaswadi Main Road BangaloreKarnataka.-560043,3592598.30
26,2009-2010,Karnataka,094421207,Agastya International Foundation,1st Floor 101 Varsav Plaza 12 Jaymahal RoadBangalore560046,22698301.00
27,2009-2010,Karnataka,094630168,Agency for Development Awakening and Rural Self Help Associations,Adarshadhama Vijayanagar 3rd Cross P O Box No 22 MoodbidriDakshina Kannada574227,1958595.00
28,2009-2010,Karnataka,094421039,Agni Raksha,Rosy Cottage58/113th Main` J.P.NagarI Phase BangaloreKarnataka-560078,4398097.00
29,2009-2010,Karnataka,094410003,Agricultural  Science Foundation,Hulkoti GadagKarnataka-582205,1121529.00
30,2009-2010,Karnataka,094570001,Agricultural Development and Training Society,ADATS Campus Bagepalli KolarKarnataka-561207,49880876.50
31,2009-2010,Karnataka,094420431,Aid the Weaker Trust,Printing Training Institute for woemn 41841st crossVth blockJayanagar BangaloreKarnataka-,410521.00
32,2009-2010,Karnataka,094420985,Aids Counseling CareEducation & Prevention Training(ACCEPT),245 KRC Road(next to Visthar)Dodda Gubbi Bangalore Karnataka - 560077Bangalore560077,2886732.00
33,2009-2010,Karnataka,094420371,Aikya,76/75 IInd Main 41st Cross 8th Block Jayanagar Bangalore Karnataka-560082,863937.00
34,2009-2010,Karnataka,094420874,Aina  Trust,1487/B LNR Garden Karianapalaya St Thomas Town Post BangaloreKarnataka-560084,12883543.24
35,2009-2010,Karnataka,094420783,Akhila Bharat Mahila Seva Samajam,No.2 1st Floor2nd Cross N.K Palaya Sivaji Nagar BangaloreKarnataka-,0.00
36,2009-2010,Karnataka,094421286,Akhila Bharath Sri Vasavi Penugonda Trust (R),No.23/A Serpentine Road Kumara Park WestBANGALORE560020,694477.00
37,2009-2010,Karnataka,094420987,Akshara Foundation,No 621 5th Main Road Near Axis BankOMBR Layout Banaswadi560043,16165315.00
38,2009-2010,Karnataka,094630161,Akshath Charitable Trust -India(Act India),No.16-9-527/1 Berith Balmatta Mangalore Karnataka -575002,0.00
39,2009-2010,Karnataka,094620017,Al - Mahmood Education Trust/Society (R),M.K.K. Road Shimoga -577202,0.00
40,2009-2010,Karnataka,094420601,Al- Ameen Educational Society,Al-Ameen Campus Hosur Road Near Lalbagh Main GateBangalore Urban560027,426279.00
41,2009-2010,Karnataka,094540050,Al-farooq Education Society,Mohalla Baherpeth Aland Gulbarga Karnataka -585302,0.00
42,2009-2010,Karnataka,094420824,Alhaj Khadejassu Charitable Public Trust,No.140/5muniswamappa Road J.c Nagar BangaloreKarnataka-,0.00
43,2009-2010,Karnataka,094421307,All India Aruthathiyar Trust,48Narayanapura Peenya Industrial area 2nd Phase Banglore.Banglore560058,0.00
44,2009-2010,Karnataka,094420175,All India Catholic Union,13 3rd Main Road Vasanthanagar (E) BangaloreKarnataka-560052,0.00
45,2009-2010,Karnataka,094420127,Allard Education Society,Barromeo 50-31 M.G.Road Bangalore Karnataka.-,85500.00
46,2009-2010,Karnataka,094420902,Alpha Charitable Trust,N0.5Lakshmi Complex80 FT Road 3rd Block1st stageHBR layoutBangalore Karnataka-560043,5437244.00
47,2009-2010,Karnataka,094420605,Alpha Children Ministry,1037 21st B Main Road 11th CrossHSR Layout Sector 1560102,2622378.00
48,2009-2010,Karnataka,094420252,Alphonsian Family Helper Project,Davis Road Richards Town BangaloreKarnataka.-,0.00
49,2009-2010,Karnataka,094421259,Alternative Law Forum,No.122/4 Opp.Infantry Wedding Hall Infantry RoadBangalore560001,11000445.00
50,2009-2010,Karnataka,094640005,Amalas Kutumba Abivruddiyojane,Amalagondi PO Seebiagrahara Sira TumkurKarnataka-572125,4978307.16
51,2009-2010,Karnataka,094421117,Amara Prema Charitable Society,Holy Cross Centre No.28 Milton Street Cooke Town BangaloreKarnataka-560005,22051760.00
52,2009-2010,Karnataka,094420211,Ambassadors for Christ India,No 16 G1 Ambassador Apartment 6th cross Hutchins road St Thomas Town BangaloreBangalore560084,2763810.00
53,2009-2010,Karnataka,094420632,Ambika Mahila Sangha,No.1982 Behind Srirama Temple New Thippasandra HAL 3rd StageBangalore Karnataka.-560025,0.00
54,2009-2010,Karnataka,094420991,AME Foundation,204 100 Feet Ring Road 3rd Phase BanashanakariBangalore560085,7561855.00
55,2009-2010,Karnataka,094420816,Amici Di Raoul Follereau,584th Cross Kavery Layout Dharmaram College PO Bangalore Karnataka-560029,26095404.00
56,2009-2010,Karnataka,094510009,Ammathi Parish Society,PO Ammathi Kodagu SouthKarnataka-571211,0.00
57,2009-2010,Karnataka,094630075,Ammemhal Subha Rao Rai Memorial Fund,Mangalore Dakshin KannadaKarnataka-,185367.00
58,2009-2010,Karnataka,094540073,Amreen Samaj Seva and Vidya Vardhak Sangh,Post-Aldihal Tq-ChittapurGulbarga585103,0.00
59,2009-2010,Karnataka,094630028,Anandashram Family Helper Project,Sisters of CharityJeppoo Mangalore  Dakshin KannadaKarnataka-575002,0.00
60,2009-2010,Karnataka,094630138,Anandashrama Seva Trust,PO Darbe Puttur  Dakshin KannadaKarnataka-574202,386736.00
61,2009-2010,Karnataka,094690013,Anantharaja Charitable Trust,Mallar Village P.B.No.15 Vidyaniketan Group Of InstitutionsKaup574106,0.00
62,2009-2010,Karnataka,094420960,Ananya Trust,2336th Main 4th Block Jayanagar BangaloreKarnataka-560011,937921.05
63,2009-2010,Karnataka,094421115,Anchor Family Development Trust,Block A Flat 302 Oceanus Monarda Apartment Kasavanahalli RoadBangalore560035,0.00
64,2009-2010,Karnataka,094421075,Anchorage,335513th Main Hal 2nd Stage Indiranagar BangaloreKarnataka-560008,751460.00
