S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2008-2009,Nagaland,164780015,AGAPE YOUTH WELFARE ORGANISATION (AYWO),TOURIST COLONY POST BOX- 20WOKHA TOWN797111,0.00
2,2008-2009,Nagaland,164730035,Akimbo Society,H.No.163Supply ColonyPost Boz.No.423Dimapur797112,6261168.00
3,2008-2009,Nagaland,164730021,Anma Integrated Development Association,P.Box No.40 DimapurNagaland-797112,27067812.39
4,2008-2009,Nagaland,164730083,Asia Evangelistic Fellowship,PO Box - 111 2  1/2 Mile Near Kin School DimapurNagaland-797112,3135980.00
5,2008-2009,Nagaland,164730046,Association of Tribal Welfare Development,Woodlands Naharbani Dimapur Nagaland-,0.00
6,2008-2009,Nagaland,164730086,Baptist College,Mission Compound Kohima (Nagaland) -797001,0.00
7,2008-2009,Nagaland,164730098,Basic Institute of Nurturing Career Multi Development Society,Dimapur (Nagaland) -797112,0.00
8,2008-2009,Nagaland,164730109,Bethany Society for the Destitutes,Peephole Mansion Circular Road Dimapur Nagaland -797112,0.00
9,2008-2009,Nagaland,164780012,Bethel Statndard English School,Box-24 WokhaNagaland-797111,0.00
10,2008-2009,Nagaland,164730095,Bethesda Ministries,Walford Road Dimapur Nagaland -797112,0.00
11,2008-2009,Nagaland,164730060,Bethesda Youth welfare Centre,Post Box -3194-Duncan Basti DimapurNagaland-79712,7995242.78
12,2008-2009,Nagaland,164730094,Carmel Bhawan,P.B.68 Dimapur Nagaland -797112,2359785.00
13,2008-2009,Nagaland,164730108,Celeste Welfare Society,Sacrament House Circular Road Dimapur Nagaland -797112,0.00
14,2008-2009,Nagaland,164770002,Chakhesang Baptist Church Council, T.ChikhariPfustero-797107,60958.00
15,2008-2009,Nagaland,164730102,Changvi Organic Bio-Tech Park,Changvi Village Mekokchung Kohima Nagaland -,0.00
16,2008-2009,Nagaland,164770006,Chizami BS Multipurpose Society,Chizami Dist. Phek Nagaland-797102,0.00
17,2008-2009,Nagaland,164740010,CLARK MEMORIAL HIGHER SECONDARY SCHOOL,IMPURMOKOKCHUNG798615,0.00
18,2008-2009,Nagaland,164730017,Clark Theological College,Aolijen MokokchungNagaland-,3011598.00
19,2008-2009,Nagaland,164730124,COMMUNITY AWARENESS AND DEVELOPMENT FOUNDATION,CAD FOUNDATION OFFICE OPP. WEST POLICE COLONY No. 194 PWD ROADDIMAPUR797112,251330.60
20,2008-2009,Nagaland,164730079,D.K.Enterprise Society,Medziphema Dimapur Nagaland -797106,0.00
21,2008-2009,Nagaland,164730080,Development Action Network,Little Angels School 3rd Mile DimapurNagaland-797112,0.00
22,2008-2009,Nagaland,164730024,Development Association of Nagaland,C/o Bishop's House P.O. Box No 3 Circular Road DimapurNagaland-797112,6804941.43
23,2008-2009,Nagaland,164730087,Development Support Services Organisation,Duncan-168 (Behind S.M.College) DimapurNagaland-797112,1356145.00
24,2008-2009,Nagaland,164730002,Diocese of Kohima,Bishop's House P..Box 3 Circular Road DimapurNagaland-797112,35679620.46
25,2008-2009,Nagaland,164730014,Discipleship Bible College,P.O.Box 36 DimapurNagaland-797112,0.00
26,2008-2009,Nagaland,164730018,Don Bosco Book Centre,P.Box 43 DimapurNagaland-797112,50000.00
27,2008-2009,Nagaland,164730064,Don Bosco Foundation for Education and Training,Don Bosco Provincial House  DimapurNagaland-797112,5425701.00
28,2008-2009,Nagaland,164760001,Don Bosco Maram Centre, Maram Bazar Manipur-795105,0.00
29,2008-2009,Nagaland,164730032,Eleutheros Christian Society,P.Box 51 Dist: TuensangNagaland-798612,2913900.00
30,2008-2009,Nagaland,164760004,Ellen Welfare Society,Mon D.C. Hill  NagalandMon-798621,438975.00
31,2008-2009,Nagaland,164730097,Faith Ministry Society,Nagagaon Colony Dimapur (Nagaland) -797112,0.00
32,2008-2009,Nagaland,164730072,Franciscan Clarist Society of North East,Clare Bhavan Kacharigaon PB No. 306Dimapur (Nagaland)-797112,1532853.68
33,2008-2009,Nagaland,164730030,Good Sheperd Ministry,Post Box No. 312 KohimaNagaland-797001,0.00
34,2008-2009,Nagaland,164740008,Grace Society,P.W.D. Colony Chagtongya Town Mokokchung Nagaland -798613,0.00
35,2008-2009,Nagaland,164730103,Guardian Angel Society,East Police Colony DimapurNagaland-797112,2727874.00
36,2008-2009,Nagaland,164730043,Gymkhana Khadi Village Industries Association,ADC Court Charalip P.O.Box 122 DimapurNagaland-,0.00
37,2008-2009,Nagaland,164760005,Hill Area Development Organisation,Mon Mission Centre MonNagaland-798621,1130610.00
38,2008-2009,Nagaland,164730126,Himalayan For Christ,House No. 28 Aoyimkum Vill.Dimapur797112,0.00
39,2008-2009,Nagaland,164750009,INTERNATIONAL BORDER AREA PEOPLES WELFARE ORGANISATION,HQ KHONGKA PO BOX 19PUNGRO/KIPHIRE798611,0.00
40,2008-2009,Nagaland,164730077,K. P. Bethesda Health Society,T. Khel Green B-6 Kohima Village Kohima (Nagaland) -797003,0.00
41,2008-2009,Nagaland,164730105,K.Hollohon Welfare Society,2 1/2 Mile Dimapur Nagaland -797112,0.00
42,2008-2009,Nagaland,164730053,Ketaketo Society,C/o Stella English School Kohima Nagaland -797001,0.00
43,2008-2009,Nagaland,164730028,Kohima Orphanage & Destitute Home,Post Box 300 KohimaNagaland-797001,0.00
44,2008-2009,Nagaland,164770012,Krode Development Society,Porba Village Pfutsero Phek (Nagaland) -797107,0.00
45,2008-2009,Nagaland,164730127,L.Y.DOULO WOMEN SOCIETY,6th MILEDIMAPUR797112,0.00
46,2008-2009,Nagaland,164730092,Lameizaile Multipurpose Society,New Poilwa Village (Rebuak) Dimapur (New Peren District)Nagaland-,0.00
47,2008-2009,Nagaland,164730107,Living Stone Foundation,Thakekhu Village Dimapur Nagaland -797112,0.00
48,2008-2009,Nagaland,164780006,Lotha Baptist Churches Association,Mission Field Vankhosung  WokhaNagaland-797111,0.00
49,2008-2009,Nagaland,164770013,Mapu Lomhami Society,Mesulumi Village P.O. PfutseroDist-Phek NagalandKohima797107,0.00
50,2008-2009,Nagaland,164730078,Mascotte Development Society,Block No. 4 Chumukedima DimapurNagaland-797103,0.00
51,2008-2009,Nagaland,164730022,Ministry of Mount Mary Academy,Chumukedima  Dist Kohima Nagaland-797103,0.00
52,2008-2009,Nagaland,164730016,Nagaland Baptist Church Council,Bavayu Hills  Kohima Nagaland-797001,3894992.00
53,2008-2009,Nagaland,164730004,Nagaland Childrens Home,Diphupar Dimapur Nagaland-797112,0.00
54,2008-2009,Nagaland,164730068,Nagaland Development Outreach,PO Box 19 Chumukedima DimapurNagaland-797103,2086243.00
55,2008-2009,Nagaland,164750008,Nagaland Evangel Mission and Welfare Association,Post Box 54 PO Yonganyah Tuensang DistrictNagaland-,1795108.00
56,2008-2009,Nagaland,164740003,Nagaland Gandhi Ashram,Chuchu Yimlang MokokchungNagaland-798614,0.00
57,2008-2009,Nagaland,164730008,Nagaland Jesuit Educational & Charitable Society,Loyola School P.B.No. 17 KohimaNagaland-797001,52256416.98
58,2008-2009,Nagaland,164730036,Nagaland Voluntary Health Association,Midland Opp War Cemetery KohimaNagaland-797001,0.00
59,2008-2009,Nagaland,164730120,NETWORK OF NAGA PEOPLE LIVING WITH HIV AIDS,WOODEN COTTAGE TCP GATEKOHIMA797001,0.00
60,2008-2009,Nagaland,164730075,NMA Youth and Women Welfare Organisation,Cradle Ridge Sithogei P Box 160 KohimaNagaland-797001,0.00
61,2008-2009,Nagaland,164730114,Noahs Ark Ministry Society,House No.2Sovima 6th Mile797112,0.00
62,2008-2009,Nagaland,164730066,North East Social Communications(NESCOM),PO Box No.125 G.B.H.73 Maharbari VillagePurana BazarDimapur Nagaland-797112,171716.00
63,2008-2009,Nagaland,164730059,Oli Welfare Society,Head Offfice House No.56 Duncan Basti P.O-DimapurNagaland-797112,0.00
64,2008-2009,Nagaland,164730100,Orija Welfare Society,Diphupar Dimapur Nagaland -797112,0.00
65,2008-2009,Nagaland,164730012,Patkai Christian College,Patkai Chumukedima KohimaNagaland-797103,4070126.00
66,2008-2009,Nagaland,164730115,PEOPLE IN NEED FOUNDATION,UNITED NORTH BLOCK-A HOUSE NO. 202 POST BOX NO. 346 BURMACAMPDIMAPUR797112,0.00
67,2008-2009,Nagaland,164750003,PHOM BAPTIST CHRISTIAN ASSOCIATION,NYENGCHING:LONGLENG PO/DIST- LONGLENG NAGALAND - 798625LONGLENG TOWN798625,4932984.00
68,2008-2009,Nagaland,164730027,Prodigal's Home,P. Box 148 DimapurDimapur -797112,13892676.00
69,2008-2009,Nagaland,164730054,Resource Centre,P.O.Box.110 Circular Road DimapurNagaland-797112,0.00
70,2008-2009,Nagaland,164730055,RONGMEI BAPTIST ASSOCIATION,Mission Hills 'B' Block Jalukie TownKohima Nagaland-797110,2391566.00
71,2008-2009,Nagaland,164730056,Rural Community Services,Post Box # 199 Khermahal DimapurNagaland-797112,1524516.00
72,2008-2009,Nagaland,164730034,Sabs Integrated Development Society,Shanti Bhawan Single Basti DimapurNagaland-797112,1900901.32
73,2008-2009,Nagaland,164730010,Salesian Institute of Philosophy,P.B.No 43 DimapurKohima -797112,2709638.00
74,2008-2009,Nagaland,164730019,Salesians Of Don Bosco, DimapurNagaland-797112,83615946.47
75,2008-2009,Nagaland,164730117,SOCIAL REFOMATION UPLITMENT SOCIETY,Unite North Block-A Zeliang Colony Burma CampDimapur Nagaland797112,0.00
76,2008-2009,Nagaland,164770011,Social Welfare Society for Rural Development,BPO:Wezihu PO Meluri PB No.25 Phek (Nagaland) -797114,929070.00
77,2008-2009,Nagaland,164730065,Society of Aborigines,"Society Of Aborigines
Mount Carmel HomeSukhalu Village798620",0.00
78,2008-2009,Nagaland,164730123,ST STEPHENS SCHOOL,NEAR DCS OFFICE COMPLEXDIMAPUR797112,0.00
79,2008-2009,Nagaland,164730013,St. Joseph's College,C/o Bishop's House P.Box No. 3 Circular Road DimapurNagaland-797112,256000.00
80,2008-2009,Nagaland,164730009,St. Paul Institute of Education,Phesama  P.B. No. 9 Kohima Nagaland-797001,2773377.00
81,2008-2009,Nagaland,164730038,Supreme Task (International),Super Market DimapurNagaland-,1354325.00
82,2008-2009,Nagaland,164730005,The Assemblies of God of East India,Bank Colony  DimapurNagaland-797112,8720503.11
83,2008-2009,Nagaland,164740009,The Douglas Educational and Welfare Association,Edith Douglas Hr. Sec SchoolMokokchung798601,0.00
84,2008-2009,Nagaland,164730031,The Nagaland Jesuit Society,Loyola School P.Box 17 Kohima Nagaland-797001,8086842.26
85,2008-2009,Nagaland,164730037,Tragopan Farmers Society,C/o Rosemary Jamir Purana Bazar Nr Sema Baptist Church DimapurNagaland-,0.00
86,2008-2009,Nagaland,164730082,Trinamool Welfare Society,Agri Farm Old Minister's Hill PO Box 40 KohimaNagaland-797001,0.00
87,2008-2009,Nagaland,164760006,Turning Point Organisation,Post Box 22 Mon (Nagaland) -798621,250000.00
88,2008-2009,Nagaland,164730040,Ursuline Franciscan Society Of North East,Assisi Convent Lake View Khermahal P.Box-133Dimapur Nagaland.-,6310591.00
89,2008-2009,Nagaland,164730122,VIHOSHE WELFARE SOCIETY,Mount View ColonyPurana BazarDimapur797112,0.00
90,2008-2009,Nagaland,164780010,Wokha Don Bosco,Don Bosco P.BOX-5 Wokha Nagaland -797111,0.00
91,2008-2009,Nagaland,164730089,Women Entrepreneur Society,New Ministries Hill PB No 711 Kohima Town KohimaNagaland-797001,0.00
92,2008-2009,Nagaland,164770010,Women Welfare Society,Chizami Village Phek (Nagaland) -797102,0.00
93,2008-2009,Nagaland,164730023,World Vision Of India,Kohima Road  Dimapur -797112,0.00
94,2008-2009,Nagaland,164730125,YOUTH ACTION FOR RURAL DEVELOPMENT (YARD),KHARU COMPLEX 2nd FLOOR NST TERMINUS POST BOX 542KOHIMA797001,0.00
