S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2008-2009,Karnataka,094630184,A. Shama Rao Foundation,13-2-116 Hotel Srinivas Building GHS Road MangaloreDakshina Kannada Karnataka-575001,0.00
2,2008-2009,Karnataka,094420285,A.R. Adaikappa Chettier Charities Trust,48 Levelle Rod. Bangalore Karnataka-560001,0.00
3,2008-2009,Karnataka,094460022,A.R.A.L.U.,M.C Compound Kamthana BidarKarnataka.-585226,1687299.68
4,2008-2009,Karnataka,094421010,Aarding Charitable Childrens Education Service,32A2nd CrossVeera Sandra Industrial AreaElectronic City Hosur Road560100,0.00
5,2008-2009,Karnataka,094420715,Abala Ashraya Sangha,No.4B 4th Street Shivaji Nagar Bangalore Karnataka-560051,0.00
6,2008-2009,Karnataka,094420703,Abalashram,Dr.DVG Road Basavanowdi Bangalore Karnataka-560004,324013.00
7,2008-2009,Karnataka,094630036,Abhaya Ashraya,Konaje Village Assaigoli Post  Mangaore Dakshina KannadaKarnataka-574199,517641.00
8,2008-2009,Karnataka,094640028,ABHIVRUDDI SOCIETY FOR SOCIAL DEVELOPMENT,"ABHIVRUDDI SOCIETY FOR SOCIAL DEVELOPMENT
 ABHYUDHAYA  2nd Cross Manjunathnagar Kyathasandra PostTUMKUR572104",3766362.00
9,2008-2009,Karnataka,094420574,Abilities (Resource Centre for Disabled Person),13-C 5th Main Jayamahal Extension BangaloreKarnataka.-560046,224907.00
10,2008-2009,Karnataka,094421009,Abundant Life for All Ministries,No.83 Alfa Centre Yelahanka near Palamahalli tankMarutinagarBangalore-560064,12932934.00
11,2008-2009,Karnataka,094450034,Abundant Life in Christ Ministries Association,H.No. 6/8(1) Beside M.A.K. Azad High School Ordinance RoadBellary Karnataka-583102,0.00
12,2008-2009,Karnataka,094440063,Abyndaya Kendra,Gratia Plena Convent Santibastwad BelgaumKarnataka.-,8856460.00
13,2008-2009,Karnataka,094420912,Academy For Severe Handicaps And Autism(Asha charitable Trust),CA# L-76/A(Opp.L-50)Kirloskar  ColonyHBCS3rd stageIV BlockBasveswarnagarBangaloreKarnataka-560079,973387.50
14,2008-2009,Karnataka,094630177,Academy of Liberal Education (R),Kurunjibag Sullia DHAKSHINA KANNADAKarnataka-574327,0.00
15,2008-2009,Karnataka,094580031,Academy Of Sanskrit  Research,Melkote Mandya Karnataka -571431,0.00
16,2008-2009,Karnataka,094420006,Action Aid,P.O. No. 5406 No. 139  Richmond Road BangaloreKarnataka.-560025,768453910.90
17,2008-2009,Karnataka,094420611,Action Aid Karnataka Project,10/1 Bride St Long Ford Rd BangaloreKarnataka-560025,11442643.00
18,2008-2009,Karnataka,094420584,Action for Asia Outreach,6/111A III rd Cross Lingrajpuram BangaloreKarnataka-560084,0.00
19,2008-2009,Karnataka,094420439,Action for Community Organisation Rehabilitation & Development,14/1 A North Road St. Thomas Town BangaloreKarnataka-560084,8048004.74
20,2008-2009,Karnataka,094570072,Action For Social & Education Development Association,Shivanilaya Fort Gauribindanur Kolar Karnataka-561208,1248921.00
21,2008-2009,Karnataka,094420535,Action on Disability and Development India,No 4005 19th Cross Banashankari 2nd StageBangalore560070,4950641.80
22,2008-2009,Karnataka,094570078,Action Society for Integral Development,Kumbarpet  BagepalliKarnataka-561207,0.00
23,2008-2009,Karnataka,094420010,Acts Ministries,54K.H.B. Colony. 2nd Cross Koramangala BangaloreKarnataka-560095,22131547.00
24,2008-2009,Karnataka,094421198,Acts of Mercy,No.226 Wheeler Road Extension St. Thomas Town PostBangalore Karnataka-560084,5155621.00
25,2008-2009,Karnataka,094420246,Adhyatama Vidyapeeth Institute of Spirituality,Carmelaram BangaloreKarnataka-560035,9039060.00
26,2008-2009,Karnataka,094420711,Adman Mutt Education Foundation,No.4 Sadashiva Nagar Bangalore Karnataka-560080,0.00
