S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2008-2009,Meghalaya,214250051,Archdiocese Of Shillong,ArchBishop's House ShillongMeghalaya-793003,38451916.29
2,2008-2009,Meghalaya,214270008,Assumption Mission, TikrikllaWest Garo Hills-,0.00
3,2008-2009,Meghalaya,214260024,BAKDIL,Lower Chandmari TuraWest Garo Hills Meghalaya-794002,5832873.56
4,2008-2009,Meghalaya,214530003,Bethany Children's Home, NongsderShillong-,1596598.00
5,2008-2009,Meghalaya,214250065,Bethany Society,Arai Mile New Tura W. Garo HillsMeghalaya-794101,14494252.16
6,2008-2009,Meghalaya,214240005,Biate Tribal Social Welfare Organisation,Ladtheliboh JowaiMeghalaya-793150,0.00
7,2008-2009,Meghalaya,214240001,Bishop's Hostel, JowaiJaintia Hills -793150,0.00
8,2008-2009,Meghalaya,214260018,Bosco Mount, RongkhonTura -794001,1397301.00
9,2008-2009,Meghalaya,214240011,Bosco Pnar,  Jowai -793150,143160.00
10,2008-2009,Meghalaya,214250027,Bosco Reach Out,Sacred Heart College  Dist: Shillong  East Khasi HillsMeghalaya-793008,72595421.92
11,2008-2009,Meghalaya,214250009,Catholic Church, UmkadhorShillong-,3071981.97
12,2008-2009,Meghalaya,214250023,Catholic Church, NongpohEast Khasi Hills -793102,0.00
13,2008-2009,Meghalaya,214250064,Catholic Church,Umsning  East Khasi Hills Meghalya-,0.00
14,2008-2009,Meghalaya,214270004,Catholic Church, RingdoSonapahar -793119,157923.00
15,2008-2009,Meghalaya,214260011,Catholic Church (St. Teresa Church), DadengiriWest Garo Hills-,0.00
16,2008-2009,Meghalaya,214250020,Catholic Church divine Saviour, NongthymmaiShillong -793104,1064329.00
17,2008-2009,Meghalaya,214270007,Catholic Mission, West Garo Hills Meghalaya-,2458062.75
18,2008-2009,Meghalaya,214260006,Catholoc Church Parish,Chokpot West Garo HillsMeghalaya-,0.00
19,2008-2009,Meghalaya,214250022,Christ King College,  Shillong -793003,1193973.00
20,2008-2009,Meghalaya,214270011,Christian Charity of Western Women Welfare Organisation for Rural,Development and Services Dommaulieh BPO Pariong Town Nong-stoin Shillong West Khasi Hills-793120,0.00
21,2008-2009,Meghalaya,214240010,Church Of Annunciation (Catholic Church), NamdongMeghalaya -793150,0.00
22,2008-2009,Meghalaya,214250019,Church of God Ecclesia,Mawkhar Main Road Shillong Meghalaya-793001,2004431.00
23,2008-2009,Meghalaya,214530008,Claretian Formation Association of North East India,Claret Villa MawlaiShillong -793008,64475748.00
24,2008-2009,Meghalaya,214250094,Cresens Educational Trust,Crescens Building M.G. Road Shillong East Khasi HillsMeghalaya-793001,0.00
25,2008-2009,Meghalaya,214250053,Daughters Of St Paul  Society,Laitumkhram ShillongMeghalaya-793003,0.00
26,2008-2009,Meghalaya,214240018,Diocese of Jowai,Bishop's House Jowai Jaintia Hills DistrictMeghalaya-793150,22614568.00
27,2008-2009,Meghalaya,214270012,Diocese of Nongston,Bishop's House Nongstoin West Khasi HillsMeghalaya-793119,28687243.30
28,2008-2009,Meghalaya,214260002,Diocese Of Tura,Bishop's House TuraMeghalaya-794001,35285686.50
29,2008-2009,Meghalaya,214230012,District Multipurpose Socio Economic Dev. Organisation,Kusimkolgre Willaim Nagar East Garo HillsMeghalaya-,271243.00
30,2008-2009,Meghalaya,214250086,Divya Jeevan Foundation Society,Lady Veronica Park Laitumkhrah Shillong East Khasi HillsMeghalaya-793003,0.00
