S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2008-2009,Tripura,206150020,Abhoy Mission,Ramnagar Road No. 1 2nd Lane P .O. Ramnagar799002,414408.00
2,2008-2009,Tripura,206150031,AKHANDA,Nimbark Bus Stop  P.O.Siddhi AshramAgartala799003,0.00
3,2008-2009,Tripura,206130006,Ashray,Gournagar Kailashshar North TripuraTripura-799279,0.00
4,2008-2009,Tripura,206140002,Bahujana Hitaya Education Trust,PO Bishnupur Manu Bankul Sabroom South TripuraTripura -799143,590423.00
5,2008-2009,Tripura,206130003,Blind and Handicapped Association,Jail Road PO Dharmanagar North TripuraTripura-799250,0.00
6,2008-2009,Tripura,206150007,Consumers Protection Association,29 Central Road AgartalaTripura-799001,0.00
7,2008-2009,Tripura,206150011,Diocese of Agartala,Bishop House Airport Road P.O Durjoy Nagar AgartalaTripura (W)-499008,22146673.00
8,2008-2009,Tripura,206140004,Dishari,Ek No. Tilla Belonia South TripuraTripura -799155,71748.00
9,2008-2009,Tripura,206150024,Jana Unnayan Samiti Tripura,Bishops House Durjoynagar AirportRoadAgartala West TripuraTripura-799009,10539105.06
10,2008-2009,Tripura,206130005,Janakalyan Parishad,Vill Nayapara PO Dharmanagar North TripuraTripura-799250,0.00
11,2008-2009,Tripura,206130001,Kailashar Baptist Christian Association,Darchawi  KumarghatTripura-799264,465912.00
12,2008-2009,Tripura,206150026,Minority Development Organisation,South Ramnagar Agartala West TripuraTripura-799001,0.00
13,2008-2009,Tripura,206150022,Missionary Sisters of Mary Help of Christians,Belbari Jirania Champaknagar West TripuraTripura-799045,4440037.00
14,2008-2009,Tripura,206120001,Oisho Bani Society,Catholic Church Lalchori-K.P. Colony(PO)Ambassa Dhalai-799289,15181262.00
15,2008-2009,Tripura,206140003,Organisation for Rural Survivial,E K No.TillaBelonia,0.00
16,2008-2009,Tripura,206120002,Pabitra Atma Society,Lalchuri K.P. Colony Ambassa Dhalai -Distt.Tripura-799289,1869994.00
17,2008-2009,Tripura,206150008,Ramakrishna Math,P.O. Amtali Vivek NagarTripura-799130,4147.00
18,2008-2009,Tripura,206150012,Ramakrishna Mission, ViveknagarWest Tripura-799130,744166.00
19,2008-2009,Tripura,206130004,Sanatan Yuba Parishad,C/O Durgesh Ch. Bhattacharjee Kalibari Road DharmanagarTripura North (Tripura)-799250,0.00
20,2008-2009,Tripura,206150017,Society For Welfare & Social Research,East Shibnagar(Sarat Palli) P.O.Agartala  CollegeAgartalaWest Tripura Tripura-799004,0.00
21,2008-2009,Tripura,206150016,St Xaviers Bishramganj,Bishramgani West TripuraTripura.-,3589701.00
22,2008-2009,Tripura,206150027,St. Anthony's Home,Belbari Champaknagar (Post) Tripura West AgartalaTripura-799045,0.00
23,2008-2009,Tripura,206120003,St. Vincent Welfare Society,Village Kathalcherra  P.O. Nepaltilla Sub-Div Longtharai ValleyNepaltilla799288,0.00
24,2008-2009,Tripura,206150004,The Society of the Father of Holy Cross,Durjoynagar P.O. via Airport Agartala Tripura-799009,9099789.46
25,2008-2009,Tripura,206150030,Tripura Charitable Health Society,ITI Road IndranagarAgartala799006,0.00
26,2008-2009,Tripura,206150015,Tripura Social Service Association,Kanchanmala  Agartala Tripura-,88000.00
27,2008-2009,Tripura,206150006,Voluntary Health Association of Tripura,Circuit House Area P.O: Kunjaban AgartalaAgartala799006,4922943.71
28,2008-2009,Tripura,206140005,Voluntary Social Development Organisation,Village Harina PO Harina Bazar South TripuraTripura-799145,0.00
