S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2007-2008,Goa,271830133,Anyay Rahit Zindagi,Plot No.71Next to ESI DispensarySancoale Industrial Estate SaurinagarSouth Goa403726,4090047.00
2,2007-2008,Goa,271830102,Asha Bhawan,Bastora Bardez Goa-403502,0.00
3,2007-2008,Goa,271830093,Auxilium Salesian  Society, CaranzalemGoa-403523,0.00
4,2007-2008,Goa,271800001,Bharteeya Sanskriti Probodhini,A I- Vajein Shiroda PondaGoa-,0.00
5,2007-2008,Goa,271830104,Canossa  Society Goa,Modlo Vaddo ArambolPernem Goa-403524,0.00
6,2007-2008,Goa,271830015,Car melite Fathers  Fatima Retreat Centre,Xelim Loliem CanaconaGoa-403728,21200.00
7,2007-2008,Goa,271830153,Care and Compassion - Goa,4F/G-2 Models ComplexTaleigao Market Ilhas403002,787427.00
8,2007-2008,Goa,271830003,Caritas Goa,Paco Pathiarcal Altinho PanjimGoa -403001,4044456.00
9,2007-2008,Goa,271830042,Carmelite Monastery,Aquem Alto   Goa-403601,307757.00
10,2007-2008,Goa,271830058,Carmelite Monastery, ChimalimGoa-,307757.00
11,2007-2008,Goa,271830130,Chorao Educational Society,Boctawada-Chorao Ilhas- North-GoaGoa-403102,0.00
12,2007-2008,Goa,271830080,Churach of our Lady Of The Sea, Nani DamanDaman & Diu -396210,0.00
13,2007-2008,Goa,271830077,Cofre Da Igreja De Utorda, UtordaGoa-,0.00
14,2007-2008,Goa,271830150,Cofre De Sao Sebastiao DA Igreja De Aquem,C/o St. Sebastian Church Aquem-Alto MargaoSouth GoaGoa-403601,829477.00
15,2007-2008,Goa,271830064,Confraria of SSMO Sacrement De Sebastian,Cnanguinim Church  CuncolimGoa-,0.00
16,2007-2008,Goa,271830072,Congr Of The Srs Of St Joseph Of Clunny, VernaGoa -403722,346587.00
17,2007-2008,Goa,271830074,Congregation Sisters of St Joseph Clunty,Vaddem Vasco Da GamaGoa -403802,0.00
18,2007-2008,Goa,271830073,Congregation Sisters St.Joseph Of Cluny,Cluny Convent  Nagoa De VernaSalcete-Goa-403722,391196.00
19,2007-2008,Goa,271830018,Diocesan Cathectical Centre,  Old Goa-,800000.00
20,2007-2008,Goa,271830055,Diocesan Centre For Social Community Media, PanjimGoa-403001,0.00
21,2007-2008,Goa,271830026,Diocesan Commission For Liturgy, TiswadiOld Goa-,400000.00
22,2007-2008,Goa,271830057,Diocesan Family Service Centre Goa,D B MargOpp Steamer Jetty403001,0.00
23,2007-2008,Goa,271830007,Diocesan Priest Fund,Altinho PanjimGoa-,426954.00
24,2007-2008,Goa,271830140,Diocesan Society of Education,Paco Patriarcal AltinhoGoa-403001,0.00
25,2007-2008,Goa,271830046,Discalced Carmelite Monastery,Novitia Training Aquem MargaoGoa-403601,16350.00
26,2007-2008,Goa,271830129,Don Bosco Benaulim Society,H. No. 353 Pull Vaddo BenaulimGoa.-403707,952000.00
27,2007-2008,Goa,271830053,Don Bosco Farmer's Rehabilitation Society,Sulcorna Quepem  Goa-403705,1100500.00
28,2007-2008,Goa,271830127,Don Bosco Luotolim Society,Luotolim  SalceteGoa-403718,91900.00
29,2007-2008,Goa,271800002,Dudhsagar Krishi Udyog Society,Pillar Fathers Farm Shigao-CollemPonda Goa-403410,0.00
30,2007-2008,Goa,271830134,EL-Shaddai Charitable Trust,176 Batti Parra Bardez North Goa Goa-403510,21863075.00
31,2007-2008,Goa,271830099,Ezekiel Methodist School, Bambolim Goa-403005,0.00
32,2007-2008,Goa,271830097,Fabrica Da Igreja De Piedade,Divar IlhasGoa-403403,69750.00
33,2007-2008,Goa,271830122,Fatima Society,Margao Goa -403601,12513.00
34,2007-2008,Goa,271830023,Fr. Angel Trust, Pilar Goa-403203,314284.37
35,2007-2008,Goa,271830049,Franciscan Sisters of Christ the King,Saligao BardezGoa-,2831082.00
36,2007-2008,Goa,271830022,Goa Salesian Society,Dob Bosco High SchoolPanjim,19850942.00
37,2007-2008,Goa,271830141,Gomantak  Sanskrutotottejak Mandal,Kavale-Ponda North Goa -403401,0.00
