S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2007-2008,Assam,020760009,A Chik Baptist Convention,Baghpara Union Compound P.O. Khagarpur BongaigaonAssam-,169209.00
2,2007-2008,Assam,020780080,Aaranyak,Samanwoy Path (Survey) P.O. Beltola GuwahatiKamrup Distt. (Assam)-781028,10634514.68
3,2007-2008,Assam,020830001,Adarsh Hindi Vidyalaya,Mariani JorhatAssam-785634,0.00
4,2007-2008,Assam,020780104,Adhoc  Pacifist Organisation,H.No.25 Narikal Basti5th Bye Lane Zoo Narengi Road GuwahatiAssam-781024,0.00
5,2007-2008,Assam,020520001,Agency for Growth and Upliftment of All,Don Bosco Doom Dooma Tinsukia (Assam) -786151,2048303.00
6,2007-2008,Assam,020820017,Aid for the Disabled Samity, MorigaonAssam-782105,0.00
7,2007-2008,Assam,020780107,AIDS Literacy Society,Monaliv Clininc and Research CenterZOO - Narengi Road Guwahati781021,0.00
8,2007-2008,Assam,020780041,AIDs Prevention Society,MonalivClinic & AidsResearch Centre Zoo Narangi Road GuwahatiAssam-781021,1709266.00
9,2007-2008,Assam,020780028,Al-Ameen Charitable Fund Trust,Barpeta  Assam-,0.00
10,2007-2008,Assam,020780020,Amri Karbi C D Project,Christian Hospital Compound KamrupAssam-782402,0.00
11,2007-2008,Assam,020770002,Anchalik Gram Unnyan Parishad,Vill & P.O.:  Jania Distt.- BarpetaAssam-781314,0.00
12,2007-2008,Assam,020780084,Ankan Academy,Vill & P.O.- Puthimari Kamrup Distt.Assam-781380,0.00
13,2007-2008,Assam,020780031,ARCHDIOCESE OF GUWAHATI,Kharguli Guwahati Assam-781001,68605726.72
14,2007-2008,Assam,020720005,Asapalli Christian Hostel Trust,P.O.Fulertal  CacharAssam-788106,1545801.93
15,2007-2008,Assam,020640009,ASHA DARSHAN TRUST,P.O-TAMULPUR DISTRICT-BAKSA(BTAD) STATE-ASSAMGUWAHATI781367,3572820.00
16,2007-2008,Assam,020780056,Ashadeep,KANAKLATA PATH LACHIT NAGAR GUWAHATIGUWAHATI781007,372433.00
17,2007-2008,Assam,020780012,Asom Go Seva Samiti,Gokul Basistha PO: Beltola Guwahati Assam-,0.00
18,2007-2008,Assam,020690001,Assam Baptist Convention,Post Box No. 49 Mission Compound GolaghatAssam-785621,1421396.04
