S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2007-2008,Tamil Nadu,076030006,A G Industrial School,Post Box 9 Kanakkapillai ValasaiSengottai-,1427164.00
2,2007-2008,Tamil Nadu,075820278,A World of Friends,Gandhi Nagar Orikkai Village KanchipuramTamilnadu-631502,880000.00
3,2007-2008,Tamil Nadu,075900668,A. M M Foundation,Tiam House 28 Rajaji SalaiChennai Tamil Nadu-600001,0.00
4,2007-2008,Tamil Nadu,076010005,A.L.C. High School,Kariyalur - (via) Vadakkanandal Kalrayan HillsVillupuram T N-,1509264.00
5,2007-2008,Tamil Nadu,075940470,Aarpaneam Trust,101Desiga Vinayagar Kovil Street K.Pudur MaduraiTamilnadu-625007,0.00
6,2007-2008,Tamil Nadu,075850098,Abamalai Samuganala Seeramaipu Sangam,26\30  Rottikadai  CoimbatoreTn-,0.00
7,2007-2008,Tamil Nadu,075900688,Ability Foundation,12fourth Main Road Gandhi Nagar AdayarChennai Tamil Nadu.-600020,0.00
8,2007-2008,Tamil Nadu,075840042,Abinaya Women Development Society,Kaliyal/PostKadayalumoodu town KanyakumariTamilnadu-629101,0.00
9,2007-2008,Tamil Nadu,075900516,Abk Aots Dosokai,Nelson Manickan Road AminjikkaraiMadras  600 029-,3328770.28
10,2007-2008,Tamil Nadu,076040240,Abraham Educational Trust,29 6th Cross Sundar NagarTiruchirapalli Tamil Nadu-620021,0.00
11,2007-2008,Tamil Nadu,075900970,Abraham Thankammal Memorial Trust,3/101 M.G.R. StreetThiruvancherry Via-SelaiyurKanjeepuramChennai  Tamilnadu-600073,0.00
12,2007-2008,Tamil Nadu,076030141,Action  Group For Rural Organisations,7- S.V.K. Compound Silapathikaram StreetVannarpettai Tirunelvelli T.N.-627003,0.00
13,2007-2008,Tamil Nadu,075900561,Action For Child Labour,No 5 A-R Nagar Near CTA Garden Mangadu Near CTA Garden Mangadu600056,5932290.00
14,2007-2008,Tamil Nadu,075940428,Action For Community Transformation India Foundation Trust,372 A/1 G.s.t. Main Road PasumalaiMadurai (tamil Nadu)-625004,217044.00
15,2007-2008,Tamil Nadu,075901047,Action for Improving Mankind,14/314th Lane Sastri NagarAdyar ChennaiTamilnadu-600020,0.00
16,2007-2008,Tamil Nadu,075860017,Action for Rehabilitation ReconstructionEducation and Development Support Trust,Kattalai PostKrishnarayapuram tk Krishnarayapuram KarurTamilnadu-639108,0.00
17,2007-2008,Tamil Nadu,075890320,Action for Rural Improvement Service and Tranining Organisation,Rajkumar Cottage Ulagampatty Agaram (PO)Thadikombu (Via)Dindigul (TamilNadu)-624709,0.00
18,2007-2008,Tamil Nadu,075930025,Action For Rural Integrated Social Developmen Organisation (ARISDO),D. No. 297 Burma Colony. West Bank Manamadurai 630606 Sivagangai DistrictManamadurai630606,0.00
