S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2007-2008,Telangana,010250103,A Handicapped Service Foundation,H. No.5-6-169 Parsibandham Pakananda BazarKhammam (A.P.)-507001,0.00
2,2007-2008,Telangana,010230257,A.P. Joginies Welfare Samaikya,12-12-44 Kalani SitaphalmandiSecunderabad Andhra Pradesh -,0.00
3,2007-2008,Telangana,010230007,A.P. Voluntary Health Association,Secundrabad Andhra Pradesh -,225483.00
4,2007-2008,Telangana,010230020,A.P.Branch of India Council of Social Welfare,Redhills HyderabadAndhra Pradesh             -,13071.00
5,2007-2008,Telangana,010230556,A.P.Mahila Samatha Society,Plot No. 39 Aravind Nagar Colony DomalgudaHyderabad (Andhra Pradesh)-500029,832274.00
6,2007-2008,Telangana,010230428,Aashray,309 Parthani Towers Golconda  X Roads MusheerabadHyderabad-  A.P.-500020,29847238.70
7,2007-2008,Telangana,010230621,Aashray,Sarvasukhi Colony West Marredpally SecunderabadHyderabad (Andhra Pradesh)-500026,0.00
8,2007-2008,Telangana,010360075,Abhaya Charitable Truth Society,H.No. 2-2-22/40/B Opp. NTR Stadium Near Govt. Degree CollegeBahabubabad506101,4495035.15
9,2007-2008,Telangana,010230688,Abhyudaya Mahila Sangam,S V House D No.10-2 First FloorRoom No 6P and T colony Dilkush Nagar500060,0.00
10,2007-2008,Telangana,010300085,Abhyudaya Sama Samaja Seva Sangham,H.NO. 1-4-20  Jagadevpur Road Bhongir Mdl. Distt: NalgondaAndhra Pradesh-508116,0.00
11,2007-2008,Telangana,010250021,Action for Collective Tribal Improvement and Vocational Education,H.No.6-2-104/C.OppJammibanda   ParkKhammamAndhra Pradesh-507002,354254.00
12,2007-2008,Telangana,010250023,Action for Girijana Development,Post Box-11 Bhadrachalam Distt. KhammamAndhra Pradesh.                 -507111,4555290.00
13,2007-2008,Telangana,010250088,Action for Integrated Development,"H.No: 4-84 UPS Street Kalluru Khammam -507209 Telangana 
401 7-1-191/2 Sri Krishna Apartments Dwaraka Nagar KHAMMAM-507002 Telanganakhammam507002",0.00
14,2007-2008,Telangana,010300035,Action for Rural Education & Development of Drought and Neglected Area,Bhangar NalgondaAP-,0.00
15,2007-2008,Telangana,010230131,Action in Distress,Flat No. 105 Plot No. 191  Kamadhnu Towers Mothi NagarErragadda  Hyderabad A.P.-500018,0.00
16,2007-2008,Telangana,010230506,Action Ministries,Sri Bhavana Plaza 1st Floor Plot: 124 House No: 1-1-296/124 Arul Colony Dr. A. S. Rao NagarHyderabad500062,17123116.00
17,2007-2008,Telangana,010230497,Adams Educational Society,16-8-235 Kaladera Market Hyderabad.Andhra Pradesh.-500024,0.00
18,2007-2008,Telangana,010280029,Adarsha Welfare Society,8-5-4/3 Teachers Colony MahbubnagarAP-509002,0.00
19,2007-2008,Telangana,010360102,Aditya Industrial Educational Society,Shivunipally Ghanpur Station WarangalAndhra Pradesh-506143,0.00
20,2007-2008,Telangana,010250109,Adivasi Samaja Chaitanya Sangam,Tekulaboru Village Kunavaram (Post and Mandal)Khammam (Andhra Pradesh)-507121,0.00
21,2007-2008,Telangana,010230047,Administrative Staff College of India,Bella VistaSH HyderabadAndhra Pradesh-,19047068.75
22,2007-2008,Telangana,010230689,Adonai Institute of Development,1-1-143/1 Gandhinagar-Kapra ECIL Post Hyderabad -500062,0.00
23,2007-2008,Telangana,010230430,Advance India,# 8-3-228/678/229/1A Karmikanagar  Yousoufguda HyderabadAP-500045,10235809.00
24,2007-2008,Telangana,010250107,Advancement Rural Research & Education Development Society,PLOT NO 23  25 FLAT NO 304 BHAVANA ENCLAVE RAJEEV NAGARHYDERABAD500045,332724.00
25,2007-2008,Telangana,010300084,Affus Woman Welfare Association,#5-12-20 Rahamat NagarNalgonda508001,1154379.00
26,2007-2008,Telangana,010230603,Agape Charity Society,H.No.5-25-184 Sri Ram Nagar Gajula Ramaram Road ShahpurnagarHyderabad (Andhra Pradesh)-500055,4100832.00
27,2007-2008,Telangana,010220095,Agape Felloship,H.No. 19-85/1 Rukminipuri 1 ECIL Hyderabad Ranga Reddy Andhra Pradesh -500762,8825122.00
28,2007-2008,Telangana,010360090,Agape Interfaith Minstries,H.No.4-5-58 Dayanilyam Near Police Quarters JangaonWarrangal (A.P.)-506167,2918412.00
29,2007-2008,Telangana,010230485,Agape Multipurpose Urban & Rural Association,Flat No:102H.No.3-5-595Vithalwadi Himayathnagar Hyderabad.Andhra Pradesh.-501101,1580501.00
30,2007-2008,Telangana,010230568,Aim Asia,4-7-18/18 Sri Sai Nagar NacharamHyderabad Ranga Reddy500076,14312266.00
31,2007-2008,Telangana,010230420,Alimam (AF) Educational Society,22-8-361 1st Fl Darulshifa Bld Darulshifa HyderabadAP-500024,0.00
32,2007-2008,Telangana,010250128,Alina Educational Society,H.No. 17-1-77/1 Lutheran House S.R.N. Colony BhadrachalamKhammam (Andhra Pradesh)-507111,363675.00
33,2007-2008,Telangana,010230069,All God's Children Society,P.O. Box No.76 KhairatabadHyderabad  Andhra Pradesh.-500004,0.00
34,2007-2008,Telangana,010230528,ALL INDIA VELAMA ASSOCIATION,H.No.3-6-432 Himayath Nagar HyderabadAndhra Pradesh-500029,50978.00
35,2007-2008,Telangana,010320014,Alphonsa International Cultural & Lingoistic Society,Alphonsa Education Society H.NO. 11-1-8/127/15 KanteshwarNizamabad A P-503002,0.00
36,2007-2008,Telangana,010230094,Amruthavani,P.B.No.1588Sebastian Road SecunderabadAndhra Pradesh.-,1416380.00
37,2007-2008,Telangana,010360052,Anandashraya Charitable Trust,Gorukunta  WarangalAP-506006,791128.00
38,2007-2008,Telangana,010230148,Andhra Christian Tehological Coolege,Lower Tank Band Road Gandhinagar P.O.Hyderabad A.P.-,6994058.00
39,2007-2008,Telangana,010230209,Andhra Mahila Sabha,University Road Vidya Nagar Hyderabad.-,310789.00
40,2007-2008,Telangana,010250057,Andhra Pradesh Community Social Service Society,Catholic Church Compound Madhira Post Distt. Khammam A.P. -,0.00
41,2007-2008,Telangana,010230088,Andhra Pradesh Jyotimai Society,2/3 SIKH VILLAGESECUNDERABAD500009,20343881.47
42,2007-2008,Telangana,010230671,Andhra Pradesh Right to Sight Society,Plot No.12 BN Reddy Colony Road No.14 Banjara HillsHyderabad (A.P.)-500034,0.00
43,2007-2008,Telangana,010230445,Andhra Pradesh School Health Association,32 Sancharpuri New BowenpalliSecunderabad  A P-500011,200000.00
44,2007-2008,Telangana,010230128,Andhra Pradesh Social Service Society,P.B.No.1588 Secunderabad  Distt. Hyderabad A.P. -,9794718.53
45,2007-2008,Telangana,010230647,Andhra University Pharma Alumni Charitable Trust,7-1-397/No.7-B Sanjeeva Reddy Ngr. Hyderabad (Andhra Pradesh) -500038,0.00
46,2007-2008,Telangana,010230473,Anjuman Khadimul Muslimeen (Rifah-E-Aam),2-4-696 Kachiguda Hyderabad.Andhra Pradesh-500027,14898.00
47,2007-2008,Telangana,010230512,Ankuram Sangamam,Plot No.142 & 143 A.P. Text Book Colony Transport RdKharkana Secunderabad --500009,5630351.18
48,2007-2008,Telangana,010230371,Anukaram Woman & Child Development Society,2-2-645/A/1 Balaji Residency 302 Bagh Amberpet HyderabadAP-500013,1959006.00
49,2007-2008,Telangana,010230301,Anurag,H.NO.37-84 Neremet Cr. Road Sainikpur  PO-          Secunderabad Andhra Pradesh -500594,0.00
50,2007-2008,Telangana,010230299,Anurag Human Services Centre,Toli Chowki HyderabadAP-500008,0.00
51,2007-2008,Telangana,010230289,Anveshi Research Centre For Women's Studies,2-2-18/49 DurgaBai Keshmukh Colony Baghamberpet Hyderabad Andhra Pradesh -500013,1923169.00
52,2007-2008,Telangana,010230400,Appropriate Technology Foundation,10 Tahiville Yusufguda Checkpost HyderabadAP-500045,1766023.00
53,2007-2008,Telangana,010300082,Apt Social Service Society,Near Montessori Public School Nayanagar KodadNalgonda (A.P.)-508206,0.00
54,2007-2008,Telangana,010230046,Archdiocese of Hyderabad Society,Sardar Patel Road SecunderabadAndhra Pradesh -,40279109.75
55,2007-2008,Telangana,010230389,Arco India Trust,65/B Surya Enclave Trimulgery SecunderabadAP-500015,1947611.00
56,2007-2008,Telangana,010230728,ARK Family Ministries,38-117(A/23) Plot No.18 Akula Narayana ColonySainikpuri X Roads500094,1970393.00
57,2007-2008,Telangana,010300075,Arnold Backx Educational Society,H. No. 4-11-156/1 Chaitanyapuri ColonyNalgonda (A.P.)-508001,0.00
58,2007-2008,Telangana,010290024,Arthika Sanghika Samatha Mandali,Po and Vill- Kukunoopally Mandal KondapakMedak (Andhra Pradesh)-502301,257600.00
59,2007-2008,Telangana,010230686,Arun Special Centre,Day Care/Residential Inst. for Men- tally Handicapped No.8-15-5Shastripuram Ranga Reddy (A.P.)-500077,0.00
