S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2011-2012,Punjab,115270007,1008-Sant Baba Hari Singh Ji Neki Wale Memorial Charitable Society,Vill-Panjaur Panjaur HoshiarpurPunjab-144404,0.00
2,2011-2012,Punjab,115280034,AAPI CHARITABLE FOUNDATION,Mohalla Kalhan  KartarpurJalandhar144208,2723711.00
3,2011-2012,Punjab,115320008,Adarsh Seva Samiti,Mohall Bari Sansthan Anandpur Sahib RoparPunjab-,0.00
4,2011-2012,Punjab,115260026,All India Christian Charitable Society,H.O Prem Nagar Hardhochhani RoadGurdaspur143521,0.00
5,2011-2012,Punjab,115210002,ALL INDIA PINGALWARA CHARITABLE SOCIETY, AmritsarPunjab-,82443248.03
6,2011-2012,Punjab,115300028,Anand Isher Educational Charitable Trust,Chhappar Road Vill-Chhappar LudhianaPunjab-,5597184.00
7,2011-2012,Punjab,115210038,ASR Charitable Trust,1700 Chawal MandiAmritsar143006,2001709.00
8,2011-2012,Punjab,115320016,Association for Social and Rural Advancement,Vill & PO-Dher Teh-Anandpur Sahib RoparPunjab-140123,0.00
9,2011-2012,Punjab,115260004,Avalon Girls Higher Secondary School,Mission Road PathankotPunjab-,0.00
10,2011-2012,Punjab,115210030,BABA JIWAN SINGH BABA DALIP SINGH EDUCATION TRUST,GOINDWAL ROAD DERA BABA JIWAN SINGHTARN TARAN143401,4877790.00
11,2011-2012,Punjab,115280023,Baba Kashmira Singh Jan Seva Trust,City V Garha JalandharPunjab-144022,29964170.43
12,2011-2012,Punjab,115260020,Baring Union Christian College Association, Batala Punjab-,0.00
13,2011-2012,Punjab,115260021,Beersheba Church of God, PathankotPunjab-145001,19217478.00
14,2011-2012,Punjab,115300030,BHAI DAYA SINGH (NISKHAM) SATSANG SABHA,379-E SBS NAGAR PAKHOWAL ROADLUDHIANA141004,0.00
15,2011-2012,Punjab,115270006,Bhai Ghanaiya Charitable Trust,372/ Gobind Nagar By Pass P O - Urmar HoshiarpurPunjab-144204,354068.00
16,2011-2012,Punjab,115210028,Bhai Ghanaya Ji Mission Society,62 East Mohan Nagar AmritsarPunjab-143001,953749.00
17,2011-2012,Punjab,115210037,BHAI KAHNIAYA JI BIRD GHAR JATIM GHAR AYURVEDIC DAWAGHAR WELFARE SOCIETY,BHAI MAJH SAHIB ROADSULTANWIND.AMRITSAR143001,236400.00
18,2011-2012,Punjab,115210020,BIBI KAULAN JI BHALAI KENDER TRUST CHARITABLE,Tarn Taran RoadAmritsar143001,798972.40
19,2011-2012,Punjab,115210029,Bible Church of God,Post Box NO.-32 Back side Aanaam Cinema CourtRoad Amritsar-143001,158201.54
20,2011-2012,Punjab,115340002,C.N.I. Chidlren Home,Zeera Road MogaPunjab-142001,0.00
21,2011-2012,Punjab,115270001,Carmelite Charitable Society, Hoshiarpur Punjab-,1027504.20
22,2011-2012,Punjab,115280017,Catholic Institute of Carmelite Sisters, Jalandhar CanttPunjab-,25080.00
23,2011-2012,Punjab,115210018,Chief Khalsa Diwan,G.T. Road  AmritsarPunjab-,306827.00
24,2011-2012,Punjab,115320031,CHRIST THE KING CHURCH,VILLAGE NAYAGAONMOHALI140901,0.00
25,2011-2012,Punjab,115300018,Christian Community Service Centre,Brown Road B-XI 1995  Near CMC Library LudhianaPunjab-141008,32825313.45
26,2011-2012,Punjab,115260013,Christian Institute of Religious Studies,Baring Union Christian College BatalaPunjab-143505,0.00
27,2011-2012,Punjab,115300003,Christian Medical College,Ludhiana Society Brown Road LudhianaPunjab-141008,22250395.80
