S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2011-2012,Pondicherry,285130067,Adecom Network,No.9 Raja Singh StreetPost Box No.233605001,2837247.93
2,2011-2012,Pondicherry,285130102,Alliance Francaise De Pondicherry,58 Rue Suffren StreetPondicherry605001,1000.00
3,2011-2012,Pondicherry,285130078,Anbalayam,140 Villinur Road Moolakulam PondicherryPondicherry-605010,5794971.00
4,2011-2012,Pondicherry,285130031,Atelier Shanti,20 Lazar Koil Street DubrayapetPondicherry-605001,1589785.00
5,2011-2012,Pondicherry,285130107,Best Foundation,62 First Floor Villianur Road MulakulamPondicherry605010,0.00
6,2011-2012,Pondicherry,285130026,Bon Secours Convent,Rangapillai Street  Pondicherry-,0.00
7,2011-2012,Pondicherry,285150001,Carmel Convent Cluny, Karaikal Pondicherry-609602,371318.00
8,2011-2012,Pondicherry,285130022,Centre for Education Rehabilitation and Treatment of the Handicapped,181 Gingee Salai DubarayapetPondicherry-605001,7255319.00
9,2011-2012,Pondicherry,285150007,Community Collective Society for Integrated Development,34 Neela Kidangu Street KaraikalPondicherry-609602,16290697.25
10,2011-2012,Pondicherry,285130050,Community Sewa Centre,No-2 Villikrishna illam IIIrd  Cross Kasthuribaigandhi St NetajiNagar-I Ullalam Pondicherry-605001,1647520.17
11,2011-2012,Pondicherry,285130020,Congregation Sisters of St. Joseph Cluny,Post Box 87  Pondicherry-,4034830.00
12,2011-2012,Pondicherry,285130058,Dipti Trust,No.8 St.Gilles Street Sh Aurobindo Ashram POPondicherry-605002,46694.00
13,2011-2012,Pondicherry,285130041,Don Bosco Boys Home,Thattanchavady  Pondicherry-605009,5059274.65
14,2011-2012,Pondicherry,285130101,EMMAUS ASIA SOCIETY,"NO.43 FIFTH CROSS STREET 
HEALTH EMPLOYEES COLONY
NAINARMANDAPAMPONDICHERRY605004",5130410.53
15,2011-2012,Pondicherry,285130085,EMPOWERMENT FOUNDATION,Soorya Udayam Illam-Habitat Mariaman Koil StreetOdhiyampattu Village Villianur Commune,3069120.00
16,2011-2012,Pondicherry,285130095,Folk Arts And Cultural Society,183 Kamaraj Street Ashok NagarLawspet605008,0.00
17,2011-2012,Pondicherry,285130074,Foundation for Ecological Research Advocacy and Learning,No.27 2nd Cross Appavounagar VazhakulamPondicherry-605012,14814679.00
18,2011-2012,Pondicherry,285130091,FOUNDATION FOR LOW INCOME GROUP AND SOCIAL HEALTH,No.166 Subbiah Nagar ThattanchavadyPondicherry605009,0.00
19,2011-2012,Pondicherry,285130018,Franciscan Sisters of Saint Aloysius Gonzaga,Door No. 6 ST.ANGE STREETPONDICHERRY -605001,15849545.00
20,2011-2012,Pondicherry,285130072,Holistic approach for People's Empowerment(HOPE),Plot NO. 106 M.G.R. Nagar 100Feet Road MudaliarpetPondicherry-605004,3205387.00
21,2011-2012,Pondicherry,285130014,Hospice Convent,2 Laporte Street  Pondicherry-605001,0.00
22,2011-2012,Pondicherry,285130009,Immaculate Boarding Convent,St. Therese Street  Pondicherry. -605001,322977.00
23,2011-2012,Pondicherry,285130010,Immaculate Heart of Mary Convent,IHM Convent St. Theresa Street   Pondicherry-605001,322977.00
24,2011-2012,Pondicherry,285130011,Immaculate Heart of Mary Convent,Visitation Calanthottam AriyankuppamPondicherry-605007,0.00
25,2011-2012,Pondicherry,285130033,Immaculate Heart of Mary Convent, MuthialpetPondicherry-605003,0.00
26,2011-2012,Pondicherry,285130027,Immaculate Heart of Mary Social Service Society,Uppalam Road Colas NagarPondicherry-605001,18679339.00
27,2011-2012,Pondicherry,285130017,Immaculate Heart of Mary Society,Nirmala Novitiate Pakkamudayanpet Pondicherry. -605008,3853272.00
28,2011-2012,Pondicherry,285130024,immaculate Heart of Mary Society Generalate,St. Therese Street Pondicherry.  -605001,12877267.84
29,2011-2012,Pondicherry,285130037,Institute of the Foreign Mission Sisters,Villianur Road   Pondicherry-,3813019.00
30,2011-2012,Pondicherry,285130040,Institute of the Foreign Mission Sisters,Villianur Road  Pondicherry-,229367.00
31,2011-2012,Pondicherry,285130084,INTEGRATED REHABILITATION AND DEVELOPMENT CENTRE(IRDC),No.7 Rajaganapathi NagarKakayanthope Ariyankuppam605007,3946801.60
32,2011-2012,Pondicherry,285130053,Integrated Rural Development Through Education Centre,Nallur Village  Pallineliyahnur PostPondicherry-605107,1527713.00
33,2011-2012,Pondicherry,285150009,Jesus Voice Ministry,No. 376 Bharathyayar RoadPondicherry609602,0.00
34,2011-2012,Pondicherry,285130099,JOY OF ETERNAL LIFE,NO.11 AMBEDKAR STREET MOOLAKULAMPUDUCHERRY605010,0.00
35,2011-2012,Pondicherry,285130093,JWALA HOME FOR MENTALLY CHALLANGED,2 RAMAYEE GARDENS OPP PONDY CEMENT WORKS ARIYANKUPPAMPONDICHERRY605007,204918.20
36,2011-2012,Pondicherry,285130086,KARUNALAYAM RURAL WELFARE SOCIETY,58 SCHOOL STREET EDAYARPALAYAM PONDICHERRYPONDICHERRY605007,0.00
37,2011-2012,Pondicherry,285130039,Kassar Trust,No.8 First Cross AnnaiI Sathiy St Vaithikuppam Pondicherry-605012,512027.27
38,2011-2012,Pondicherry,285130090,KIRUBA SEVA TRUST,29 1ST CROSS NEHRU STREET SENTHAMARAINAGAR MUTHIALPET PONDICHERRYPONDCHERRY605003,4409123.00
39,2011-2012,Pondicherry,285130001,Le Conse D'admn De L Archdiocese Pondy,  Pondicherry-605001,33801976.47
40,2011-2012,Pondicherry,285130002,Les Ateliers Au Fils D' Indra,54 Labourdonnais Street  Pondicherry-605001,15432014.00
41,2011-2012,Pondicherry,285130092,MA MAHARISHI CHARITABLE TRUST,14 VANIDHASAN STREET KAMARAJ NAGARPUDHUCHERRY605011,0.00
42,2011-2012,Pondicherry,285130045,Mirambika Trust,1-BIS Rangapillai Street  Pondicherry-605001,0.00
43,2011-2012,Pondicherry,285130109,OM SHANTI MALTA SERVICE ORGANISATION,No  20 A  Lazar Koil Street  DubrayapetPondicherry605001,0.00
44,2011-2012,Pondicherry,285130104,ONGARA ASHRAM,No.50 KAMATCHI AMMAN KOIL STREETPONDICHERRY605001,600000.00
45,2011-2012,Pondicherry,285130059,Partage Dans Le Monde,C/o Clinic Naham 86 86 Eashwaran Koil StreetPondicherry-,1080951.00
46,2011-2012,Pondicherry,285130080,Peoples Social Development Foundation,No. 1 Rice Mill Street Raja NagarPondicherry605013,272774.64
47,2011-2012,Pondicherry,285130089,PLANETREAD,66 KAMATCHIAMMAN KOIL STREETpUDUCHERRY605001,2631296.90
48,2011-2012,Pondicherry,285130042,Pondicherry Annai Velanganni Orphanage,No. 25 First Cross Street  Venkitta Nagar Pondicherry-605011,4324473.00
49,2011-2012,Pondicherry,285130035,Pondicherry Higher Education Benefits Society,No. 112 Canteen Street  Pondicherry-605001,1390499.00
50,2011-2012,Pondicherry,285130083,PONDICHERRY KIDNEY FOUNDATION,C/O KIDNEY CENTRE 470 MAHATMA GANDHI ROADPONDICHERRY605001,9873.51
51,2011-2012,Pondicherry,285130006,Pondicherry Multipurpose Social Service Society,Paul VI Development Centre 14st.Therese Str Archbishop House Pondicherry-605001,32216106.16
52,2011-2012,Pondicherry,285130103,PRIME EDUCATIONAL AND SOCIAL TRUST,10  9TH CROSS RAINBOW NAGAR PUDUCHERRYPUDUCHERRY605011,697809.94
53,2011-2012,Pondicherry,285130070,Rajiv Gandhi Home for the Handicapped,73 3rd Cross Sakthi Nagar Saram Pondicherry -605013,271535.00
54,2011-2012,Pondicherry,285130087,RERA CHARITABLE TRUST,No.49-4th Cross STREETRAIN BOW NAGAR605011,0.00
55,2011-2012,Pondicherry,285130003,Resource Institute of Social Education,"20 First Cross Street 2nd Floor Gnanapragasam Nagar
Pondicherry - 605 008.Pondicherry605008",5627711.00
56,2011-2012,Pondicherry,285130057,Sago Dharma Sabha,Paul VI Development Centre No 14 St.Therese StreetPondicherry-605001,0.00
57,2011-2012,Pondicherry,285130108,Sahodaran Community Oriented Health Development Society,No 61  Ground Floor  Ellaiamman Koil streetPuducherry605001,0.00
58,2011-2012,Pondicherry,285130071,Santosha Nanban,104 Tillai Meistry Street Pondicherry -605001,2885826.73
59,2011-2012,Pondicherry,285130036,Sathyalam Trust,No. 1 New Light House Street Dubrayapet Pondicherry-605001,883540.00
60,2011-2012,Pondicherry,285130094,SATYA SPECIAL SCHOOL,66 Muthiya Mudali Street Muthialpet PondicherryPuducherry605003,9877530.29
61,2011-2012,Pondicherry,285130044,Shanti English Nursery Primary School,Muthialpety  Pondicherry-605003,0.00
62,2011-2012,Pondicherry,285130100,SHANTI PUBLIC CHARITABLE TRUST,No.2 Sagayetaye Street V.O.C. NagarPondicherry605003,6091879.00
63,2011-2012,Pondicherry,285130075,Sharana,59Muthumariamman Koil StreetPondicherry605001,9979711.18
64,2011-2012,Pondicherry,285130096,SHUDDHAM,34 Rue Francois Martin KuruchikuppamPuducherry605012,100000.00
65,2011-2012,Pondicherry,285130061,Society for Development Research & Training,34 Chetty Street Pondicherry -,0.00
66,2011-2012,Pondicherry,285150005,Sree Narayana Guru Mission Charities,169/9V.J. COMPLEX BHARATHIYAR ROAD SHINE DENTAL CARE FIRST FLOOR NEAR HOTEL PARIS INTERNATIONAL KARAIKAL.609602.U.T.OF PUDUCHERRY.KARAIKAL609602,0.00
67,2011-2012,Pondicherry,285130004,Sri Aurobindo Ashram Trust,  Pondicherry-605002,10089903.81
68,2011-2012,Pondicherry,285130064,Sri Aurobindo Centre for Advanced Research Trust,No.39 Vanniar street PondicherryUnion Territory of Pondicherry-605012,89331.60
69,2011-2012,Pondicherry,285130008,Sri Aurobindo Society,Society House   Pondicherry-605002,48737433.69
70,2011-2012,Pondicherry,285130076,Srinathji Seva Trust,Progress Apartments-II No.82 Pappammal Koil StreetVaithikkuppam Pondicherry-605012,0.00
71,2011-2012,Pondicherry,285130025,St. Joseph's Clinic Hospital,16 Roman Rolland Street  Pondicherry-,900000.00
72,2011-2012,Pondicherry,285150002,St. Joseph's Convent,33Jawaharlal Nehru Street Karaikal Pondicherry-609602,193550.00
73,2011-2012,Pondicherry,285150003,St. Joseph's Convent,Nedungadu via Kurumbagaram  Pondicherry-,2461573.10
74,2011-2012,Pondicherry,285130016,St. Joseph's Convent (Cluny),P.O.Box 87 29 Saffren Street  Pondicherry-605001,1983554.00
75,2011-2012,Pondicherry,285150004,St. Rock's Dispensary,Puduthurai  Karaikal Pondicherry-609602,1113494.00
76,2011-2012,Pondicherry,285130081,The Golden Chain Fraternity,No. 2 Bus Rue De La CompagniePondicherry605001,12874.00
77,2011-2012,Pondicherry,285130021,The Institute of Carmel of Pondicherry,Muthialpet  Pondicherry-605003,523214.72
78,2011-2012,Pondicherry,285130105,The Mothers Service Society,5 Puduvai Sivam StreetVenkatanagar605011,0.00
79,2011-2012,Pondicherry,285130034,The Pondicherry Don Bosco Society, Tagore NagarPondicherry-605008,444463.00
80,2011-2012,Pondicherry,285130068,The Pondicherry Peoples Education for Development Society,No. 6 Market Street Orleanpet Nellithope P.O.Pondicherry-605005,159844.74
81,2011-2012,Pondicherry,285130007,Thiaga Oli Social Service Society,279 Mission Street  Pondicherry-605001,0.00
82,2011-2012,Pondicherry,285150008,Thiruvalluvar Ethics Educational Service Trust,No. 3 Besant Nagar KaraikalPondicherry(UT)-609602,697268.50
83,2011-2012,Pondicherry,285130063,Thiyogjhthi Community Development Centre,Tagore Nagar Pakkamudayanpet Pondicherry-,6562264.00
84,2011-2012,Pondicherry,285130047,Udavi Gentilesse School,No. 25 Rue Saint Gilles   Pondicherry-605001,42570.00
85,2011-2012,Pondicherry,285130066,United Rehabilitation & Development Trust,No. 34 Pachaivazhiamman Koil  Street VaithikuppamPondicherry-605012,9500.00
86,2011-2012,Pondicherry,285130012,Volontariat,54 Dr Ambedkar Salai Netaji Nagar Ouppalam Pondicherry-605001,38426439.00
87,2011-2012,Pondicherry,285130005,Women's Organisation for Rural Development,1/6 Villianur Main Road Reddoarpalayam Pondicherry-605010,0.00
88,2011-2012,Pondicherry,285150006,World Hands of Youth,Pudhu Nagar Tiruvandar Koil Pondicherry -605102,0.00
