S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2010-2011,Punjab,115270007,1008-Sant Baba Hari Singh Ji Neki Wale Memorial Charitable Society,Vill-Panjaur Panjaur HoshiarpurPunjab-144404,44310.00
2,2010-2011,Punjab,115280034,AAPI CHARITABLE FOUNDATION,Mohalla Kalhan  KartarpurJalandhar144208,3013535.00
3,2010-2011,Punjab,115320008,Adarsh Seva Samiti,Mohall Bari Sansthan Anandpur Sahib RoparPunjab-,26048.00
4,2010-2011,Punjab,115260026,All India Christian Charitable Society,H.O Prem Nagar Hardhochhani RoadGurdaspur143521,0.00
5,2010-2011,Punjab,115210002,ALL INDIA PINGALWARA CHARITABLE SOCIETY, AmritsarPunjab-,67879272.84
6,2010-2011,Punjab,115320016,Association for Social and Rural Advancement,Vill & PO-Dher Teh-Anandpur Sahib RoparPunjab-140123,0.00
7,2010-2011,Punjab,115260004,Avalon Girls Higher Secondary School,Mission Road PathankotPunjab-,8528.00
8,2010-2011,Punjab,115210030,BABA JIWAN SINGH BABA DALIP SINGH EDUCATION TRUST,GOINDWAL ROAD DERA BABA JIWAN SINGHTARN TARAN143401,3935532.00
9,2010-2011,Punjab,115280023,Baba Kashmira Singh Jan Seva Trust,City V Garha JalandharPunjab-144022,13969985.71
10,2010-2011,Punjab,115260020,Baring Union Christian College Association, Batala Punjab-,0.00
11,2010-2011,Punjab,115260021,Beersheba Church of God, PathankotPunjab-145001,19410502.00
12,2010-2011,Punjab,115300030,BHAI DAYA SINGH (NISKHAM) SATSANG SABHA,379-E SBS NAGAR PAKHOWAL ROADLUDHIANA141004,0.00
13,2010-2011,Punjab,115270006,Bhai Ghanaiya Charitable Trust,372/ Gobind Nagar By Pass P O - Urmar HoshiarpurPunjab-144204,498515.00
14,2010-2011,Punjab,115210028,Bhai Ghanaya Ji Mission Society,62 East Mohan Nagar AmritsarPunjab-143001,537596.00
15,2010-2011,Punjab,115210037,BHAI KAHNIAYA JI BIRD GHAR JATIM GHAR AYURVEDIC DAWAGHAR WELFARE SOCIETY,BHAI MAJH SAHIB ROADSULTANWIND.AMRITSAR143001,499070.00
16,2010-2011,Punjab,115210020,BIBI KAULAN JI BHALAI KENDER TRUST CHARITABLE,Tarn Taran RoadAmritsar143001,2438033.21
17,2010-2011,Punjab,115210029,Bible Church of God,Post Box NO.-32 Back side Aanaam Cinema CourtRoad Amritsar-143001,288875.82
18,2010-2011,Punjab,115340002,C.N.I. Chidlren Home,Zeera Road MogaPunjab-142001,0.00
19,2010-2011,Punjab,115270001,Carmelite Charitable Society, Hoshiarpur Punjab-,1998350.82
20,2010-2011,Punjab,115280017,Catholic Institute of Carmelite Sisters, Jalandhar CanttPunjab-,81292.77
21,2010-2011,Punjab,115210018,Chief Khalsa Diwan,G.T. Road  AmritsarPunjab-,368431.00
22,2010-2011,Punjab,115300018,Christian Community Service Centre,Brown Road B-XI 1995  Near CMC Library LudhianaPunjab-141008,29883139.75
23,2010-2011,Punjab,115260013,Christian Institute of Religious Studies,Baring Union Christian College BatalaPunjab-143505,0.00
24,2010-2011,Punjab,115300003,Christian Medical College,Ludhiana Society Brown Road LudhianaPunjab-141008,16907403.50
25,2010-2011,Punjab,115260019,Christian Primary School,Kahlwan Teh Batala GudaspurPunjab-,80000.00
26,2010-2011,Punjab,115230008,CHRISTIAN RESEARCH AND AIDS FOUNDATION,Prayer House Bangi Road St. No. 16Raman Mandi151301,0.00
27,2010-2011,Punjab,115210035,CHURCH OF NAZARENE,148 FRIENDS AVENUE MAJITHA ROADAMRITSAR143001,349894.00
28,2010-2011,Punjab,115290005,Daughters of Mary Punjab,Christ the King Convent Kanjali RoadKapurthala Punjab-144601,4142536.00
29,2010-2011,Punjab,115300031,DAYANAND MEDICAL COLLEGE AND HOSPITAL MANAGING SOCIETY,TAGORE NAGARLUDHIANA141002,0.00
30,2010-2011,Punjab,115210019,Dera Baba Teja Singh Trust,Village Saidpur Teh. Baba BakalaDistt. Amritsar Punjab-,14484892.00
31,2010-2011,Punjab,115210009,Diocese of Amritsar, AmritsarPunjab-,10972079.15
32,2010-2011,Punjab,115300007,Diocese of Chandigarh,Church of North India CNI Compound Brown RoadLudhianaPunjab-,204172.00
33,2010-2011,Punjab,115280003,Diocese of Jalandhar, Jalandhar CanttPunjab-,15287606.60
34,2010-2011,Punjab,115320027,DOOR OF PEACE,HB-229 PHASE -1MOHALI160055,0.00
35,2010-2011,Punjab,115300020,Dream and Beauty Charitable  Trust,Indira ColonyB-XXXI-419/4 Chandigarh Road LudhianaPunjab-141008,61703405.00
36,2010-2011,Punjab,115280032,EK ONKAR CHARITABLE TRUST,NIRMAL KUTEYA SEECHEWALTehsil Shahkot144701,1183724.64
37,2010-2011,Punjab,115250002,Frances Newton Hospital, Firozpur Punjab-152001,542050.00
38,2010-2011,Punjab,115250003,FRISHTA INDIA CHARITABLE TRUST,157/A KAPOOR BUILDINGS BASTI TANKAN WALIFEROZEPUR.152001,0.00
39,2010-2011,Punjab,115210008,Girls Mission Hostel, AmritsarPunjab-,0.00
40,2010-2011,Punjab,115230007,Gram Sewa and Viklang Sahayata Sanstha,Kiran Hospital ComplexFactory Road Maur Mandi151509,0.00
41,2010-2011,Punjab,115210024,Gurbakhsh Singh Nanak Singh Foundation,Preet Nagar Tehsil Ajanla AmritsarPunjab-,0.00
42,2010-2011,Punjab,115370001,GURDWARA SHAHEED GANJ CHARITABLE TRUST,VPO SALINADISTT. MOGA142043,0.00
43,2010-2011,Punjab,115300017,Guru Angad Dev Sewa Society,Near Jamal Pur Power House Chandigarh RoadLudhianaPUNJAB-,0.00
44,2010-2011,Punjab,115300013,Guru Gobind Singh Charitable Trust,H No.1856Street No. 5 Maharaj Nagar LudhianaPunjab-141001,193996.00
