S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2010-2011,Manipur,194130323,ABUNDANT LIFE MINISTRY,LAMNENGTE INNFIRST STREET NEW NAMBULAND795001,0.00
2,2010-2011,Manipur,194130092,Action For Welfare Awakening In Rural Environment,Thangmeiband Imphal  Manipur-795001,0.00
3,2010-2011,Manipur,194140057,Action of Women in Development,Wino BazarUkhrul795142,0.00
4,2010-2011,Manipur,194160059,Agape Museum,Post Box 110Opposite Tuibuong Petrol PumpChurachandpur,0.00
5,2010-2011,Manipur,194130248,Agent for Social Change (ASOC),C/O  Principal Prima Donna English High School Thangmeiband LilashingKhongnangkhongImphal Manipur-795010,0.00
6,2010-2011,Manipur,194130272,Agricultural Development Organisation,Canchipur Manipur University Com- plex ImphalImphal West (Manipur)-795003,0.00
7,2010-2011,Manipur,194140014,Alice Christian High School, UkhrulManipur-795142,74452.00
8,2010-2011,Manipur,194130159,All Manipur Girl's Organisation,Kwakeithel Thiyan Leikai Imphal Manipur-795001,0.00
9,2010-2011,Manipur,194130187,All Manipur Management Of Development Training & Research Centre,Vripok Khoirnarileikai ImphalManipur.-,0.00
10,2010-2011,Manipur,194130095,All Manipur Mentally Handicapped Welfare Organisation,Keishamthong Imphal Manipur-795001,0.00
11,2010-2011,Manipur,194130061,All Manipur Womens' Association,Keishamthong Imphal  Manipur-795001,0.00
12,2010-2011,Manipur,194130294,All Women and Child Development,Chingamathak First Floor Electricity BuildingImphal West(Manipur)-795001,0.00
13,2010-2011,Manipur,194160080,Amazing Grace Ministry Asia,Bijang Vengnom P. O. Box - 161Churachandpur795128,218513.48
14,2010-2011,Manipur,194180003,Analon Christian Development Committee,Anallon Christian Institute CampusLambung795127,0.00
15,2010-2011,Manipur,194130090,Andro Development Association,Andro  Bazar ImphalManipur-,0.00
16,2010-2011,Manipur,194190006,Apunba Mahei Shanglem,Ishok PO Nambol BishnupurManipur-795134,0.00
17,2010-2011,Manipur,194130026,Artists Centre,Singjbung Leirak Imphal Manipur-795001,0.00
18,2010-2011,Manipur,194150033,Ashufiimei Development Society,Chowainu Village PO-Mao Mao SenapatiManipur-795150,0.00
19,2010-2011,Manipur,194130021,Association for Rural Development,Lamsang ImphalManipur-,0.00
20,2010-2011,Manipur,194190023,ASSOCIATION FOR RURAL DEVELOPMENT AND WOMEN EMPOWERMENT,KeinouP.O. Nambol795135,1277820.00
21,2010-2011,Manipur,194130278,Association for Social Advancement and Resource Authority,Awang Sekmai Imphal West DistrictAndhra Pradesh-795136,0.00
22,2010-2011,Manipur,194150063,Association For Welfare And Rural development,Church road ColonySenapati795106,0.00
23,2010-2011,Manipur,194130373,Association of Peoples Action Rural Development,Singjamei Wangma Kshetri LeikaiImphal East795001,0.00
