S.No,Year,State,Registration No,Association name,Address,Amount of FC Received
1,2010-2011,Tamil Nadu,076030006,A G Industrial School,Post Box 9 Kanakkapillai ValasaiSengottai-,1332018.00
2,2010-2011,Tamil Nadu,075901235,A P TIMOTHY BABU CHILDRENS HOME,10 4 GURUSWAMY NAGAR EXCHANGE ANUMAR NAGAR GOWRIVAKKAM VELACHERRY MAIN ROADCHENNAI601302,3500.00
3,2010-2011,Tamil Nadu,075820278,A World of Friends,Gandhi Nagar Orikkai Village KanchipuramTamilnadu-631502,1463038.20
4,2010-2011,Tamil Nadu,076010005,A.L.C. High School,Kariyalur - (via) Vadakkanandal Kalrayan HillsVillupuram T N-,89831.00
5,2010-2011,Tamil Nadu,075870100,A.V.P.MET Social Service Organization,59 Blossom Villa M.M nagar Opp. LALHosur635109,0.00
6,2010-2011,Tamil Nadu,075940470,Aarpaneam Trust,101Desiga Vinayagar Kovil Street K.Pudur MaduraiTamilnadu-625007,0.00
7,2010-2011,Tamil Nadu,075820355,AASTHA KIRAN,FLAT S-4AMIRTHA RANJINI APARTMENTDR.DEVARAJ NAGARMADAMBAKKAM P.O SELAIYURTambaram600126,893098.00
8,2010-2011,Tamil Nadu,075850098,Abamalai Samuganala Seeramaipu Sangam,26\30  Rottikadai  CoimbatoreTn-,0.00
9,2010-2011,Tamil Nadu,075900688,Ability Foundation,12fourth Main Road Gandhi Nagar AdayarChennai Tamil Nadu.-600020,0.00
10,2010-2011,Tamil Nadu,075900516,Abk Aots Dosokai,Nelson Manickan Road AminjikkaraiMadras  600 029-,3088237.80
11,2010-2011,Tamil Nadu,075900970,Abraham Thankammal Memorial Trust,3/101 M.G.R. StreetThiruvancherry Via-SelaiyurKanjeepuramChennai  Tamilnadu-600073,0.00
12,2010-2011,Tamil Nadu,076080141,ACHARYA SHREE AKALANKA EDUCATIONAL TRUST,ARIHANTHAGIRI THIRUMALAIPOLUR TALUK606907,1468980.00
13,2010-2011,Tamil Nadu,075900826,Acoustical Foundation For Education And Charitable Trust (afect),47 (new No. 101)/20 First Main Rd. Gandhi Nagar AdyarChennai (tamil Nadu)-600020,164480.00
14,2010-2011,Tamil Nadu,076030141,Action  Group For Rural Organisations,7- S.V.K. Compound Silapathikaram StreetVannarpettai Tirunelvelli T.N.-627003,0.00
15,2010-2011,Tamil Nadu,075900561,Action For Child Labour,No 5 A-R Nagar Near CTA Garden Mangadu Near CTA Garden Mangadu600056,4252900.00
16,2010-2011,Tamil Nadu,075940428,Action For Community Transformation India Foundation Trust,372 A/1 G.s.t. Main Road PasumalaiMadurai (tamil Nadu)-625004,1116294.00
17,2010-2011,Tamil Nadu,076000147,Action for Disabled and Depressed in India,30/168 Andi Gounder Colony NethimeduSalem636002,0.00
18,2010-2011,Tamil Nadu,075901047,Action for Improving Mankind,14/314th Lane Sastri NagarAdyar ChennaiTamilnadu-600020,0.00
